Price,Residual
0.130192252,0.27352303
0.453040317,0.273782196
0.701365647,0.273922352
0.088868028,0.274313319
-0.049348723,0.274483278
0.965408404,0.275029816
0.514002996,0.275106459
0.071074259,0.275219765
0.463746941,0.275276418
-0.291606093,0.27550303
0.50159978,0.276076751
0.195328195,0.276182864
1.493773214,0.276652566
0.389597838,0.276692741
0.059732622,0.276692741
0.574189283,0.276976005
0.620368781,0.277067672
0.110795193,0.277145964
0.126572671,0.277259269
-0.385491203,0.277480542
0.164234809,0.277514841
0.139325711,0.277542534
0.487372521,0.277647154
0.22300179,0.277939104
-0.061506266,0.278395338
0.768290559,0.278763824
0.316204844,0.278845551
0.140961831,0.278861835
0.110807008,0.278965501
0.614823336,0.279224666
0.010383899,0.279582038
0.774138366,0.279638789
0.976879132,0.280264491
0.083172006,0.280715096
0.106560982,0.280885055
0.1621098,0.280941708
0.611867514,0.281239939
0.31756584,0.281678195
0.23701268,0.281721888
-0.300427366,0.281904807
0.055044746,0.281904807
0.773495143,0.282023651
0.236350331,0.282253668
0.423118677,0.28235803
0.342013369,0.28235803
0.147693319,0.282811253
0.566719213,0.28285298
0.254758374,0.283037865
1.265075755,0.28319698
0.145555743,0.283875496
0.411879131,0.284085804
0.571121262,0.284376334
0.684957836,0.284376334
0.42972203,0.284397534
0.961318068,0.284975699
-0.223516209,0.285005241
0.880791242,0.285121903
0.01834484,0.285218148
-0.090965534,0.285289779
-0.155166037,0.285551513
-0.09931991,0.285646882
0.656410583,0.285678516
-0.100461702,0.285757204
0.612430096,0.28591113
0.248643042,0.285979019
1.037475362,0.286113529
0.544146547,0.286153774
0.559138465,0.286229438
0.270737481,0.286323733
0.569279449,0.286405184
0.397098661,0.286528046
0.56466311,0.287061708
-0.179530217,0.287121915
-0.66762962,0.287127611
0.642345595,0.287155124
0.346762211,0.287158738
0.24724769,0.287286832
0.0055448,0.287400138
-0.165502243,0.287513473
0.749540445,0.287513473
1.490838842,0.287802423
0.931936355,0.287805128
0.346852468,0.287910014
-0.152734047,0.28802332
0.529125178,0.288079972
0.223052098,0.288096783
0.687454433,0.288193278
-0.035385908,0.28841989
0.718202872,0.288533196
0.243885167,0.288783717
0.010686343,0.28881646
0.332675288,0.289146741
0.59332468,0.289384724
1.094745225,0.289496295
-0.102661515,0.289496727
-0.225946648,0.289529866
1.006578534,0.289634559
0.61589443,0.289875563
0.674913432,0.289935646
-0.17543988,0.29026272
0.754647332,0.290289435
1.055840416,0.290367414
-0.800029993,0.290464225
0.236762976,0.290516047
0.186960587,0.290516047
0.062469439,0.290546685
0.461428207,0.2905727
0.424126822,0.290629353
-0.935392343,0.290642973
0.743413437,0.290797343
0.507606187,0.290835271
-0.911992725,0.290881302
0.45199816,0.29088724
0.9155068,0.290955002
0.318625735,0.290995528
0.484766775,0.291082576
-0.855418964,0.291238797
-0.176123023,0.291309188
-0.16307995,0.291362002
0.40991197,0.291422493
0.741595845,0.291466695
0.620866421,0.291705758
0.326515581,0.291780776
0.06803878,0.291888298
-0.804176761,0.291953786
0.073270381,0.291990163
0.782678022,0.292063291
1.145649985,0.292094856
0.572716942,0.292155756
0.323060233,0.292158981
0.087053366,0.292215634
0.838443371,0.292239505
0.797913321,0.292339673
-0.917324283,0.292430445
0.441618455,0.292446844
0.762847813,0.292461284
1.032365439,0.292565977
0.705227416,0.292618324
0.808946746,0.292646601
0.133881361,0.292728357
-0.353956254,0.292847522
0.037778695,0.293054918
0.598256217,0.293089445
0.097134821,0.293178733
0.049298316,0.293235386
0.190337875,0.293235386
0.128549803,0.293324181
0.279209947,0.293560565
0.496511671,0.293575303
0.203544581,0.293631956
0.233996185,0.293681675
0.594991239,0.29375489
0.131008511,0.293915221
0.306860819,0.293979587
-1.354512092,0.294158335
0.696477336,0.294198485
0.009959081,0.294241073
0.695624017,0.294345767
0.180952943,0.294659847
0.38063003,0.294893952
0.674208562,0.295044203
0.540265187,0.295048279
0.61323727,0.295294623
0.860646789,0.295444874
0.218502805,0.295500246
0.871043628,0.29564521
0.762846018,0.29564521
0.575813525,0.295655745
0.51432862,0.295679813
0.729012237,0.295695294
1.128165249,0.295728113
-0.3117548,0.295863822
0.506309387,0.295968662
0.032613508,0.296068031
-0.236696983,0.296204792
-0.206064945,0.296407948
-0.026065398,0.296422466
0.309382764,0.296506298
0.181819045,0.296577907
0.401824983,0.29658874
0.713319169,0.296649024
0.709028747,0.296747865
0.347810206,0.296747865
0.577818607,0.296861171
0.524084451,0.296861171
-0.892443676,0.296899125
0.706827983,0.296910757
0.334696254,0.296910757
0.192505388,0.296917824
0.572716942,0.297055744
0.144248281,0.297077872
0.301637141,0.297087783
0.824007744,0.297201089
0.582002411,0.297371047
0.394789787,0.2974277
-0.052551936,0.297695959
0.360182608,0.2977809
-0.975379033,0.297792861
0.820595994,0.29792901
0.476494068,0.297936399
0.136956569,0.297994229
0.547812618,0.298506563
0.690839811,0.298559701
0.28208711,0.298596362
-0.965308311,0.298627015
0.370082694,0.298713024
-0.160647989,0.29878737
0.528275889,0.298847587
0.326916573,0.298921227
0.323744088,0.298984509
0.80299197,0.298984509
0.258324589,0.299004679
0.505383351,0.299070634
0.054805194,0.299128559
0.520628738,0.299214014
0.497315942,0.299222839
-0.854530371,0.299282421
0.787462469,0.299353899
-0.14916551,0.299412996
0.010488925,0.299412996
0.254355116,0.299467204
0.107065055,0.299523857
0.519137068,0.299601837
0.003276473,0.299637163
0.318473469,0.29964632
0.564439393,0.299821084
-0.747010605,0.29999741
0.511383493,0.300002509
0.41187659,0.300009721
0.325509043,0.300160688
0.412966618,0.300171299
0.301440038,0.300208602
0.36519594,0.300208602
0.253195748,0.300260345
0.886903212,0.300553431
-0.742271441,0.300652817
-0.241329871,0.300679723
-0.123082431,0.30081294
0.846590204,0.300826874
0.721083188,0.30083905
0.0166152,0.300987933
0.767097929,0.300996833
0.481641524,0.300996833
-0.482802254,0.301069894
0.885020123,0.301150049
-0.058069182,0.301223444
0.147189247,0.301223444
0.165409421,0.301337919
0.776238556,0.301454941
0.086395961,0.301564713
0.226879145,0.301564713
0.002320559,0.301571243
0.981076817,0.30173332
-0.027475414,0.301804567
0.729413755,0.301988392
0.60534098,0.302073238
0.451397159,0.302129891
0.344080067,0.302129891
-0.023399618,0.302142377
0.613765923,0.302156116
-0.14129446,0.302197779
1.064821373,0.302302472
1.040809439,0.302469808
-0.007382679,0.30253791
0.600549602,0.302556787
0.60883183,0.302556787
-0.163797329,0.302619036
0.037573867,0.302756873
0.188615007,0.302854525
0.303199766,0.303036337
0.113439572,0.303067872
0.324118786,0.30309299
-0.123346605,0.30309299
0.603575108,0.303171538
-0.006461748,0.303275204
0.96287979,0.303319601
0.138093327,0.303349407
0.59757826,0.303376254
0.783011444,0.303411175
0.615301984,0.303430703
0.121632758,0.303432907
0.178311727,0.303496166
0.70869531,0.303663488
-0.012715612,0.303663488
-0.009094312,0.303689868
-0.459698834,0.303691519
0.125555556,0.303715835
0.076417431,0.303716172
0.493629237,0.30372949
0.468017126,0.303750778
0.036913397,0.303799293
0.66048654,0.304056089
0.463293276,0.304056089
-0.039836324,0.304082262
0.60493227,0.304090381
-0.28997755,0.304168179
0.658016584,0.304169395
-0.086952551,0.304169395
0.681708004,0.304169395
0.814477776,0.304209555
-0.350401882,0.304346926
0.380934844,0.304396342
-0.186021404,0.304553383
0.642643202,0.304615642
0.089069657,0.304622618
0.766722805,0.304710394
1.038589231,0.304721117
0.106170916,0.304815116
0.343190605,0.304830195
-0.195483861,0.30489611
0.096906529,0.30489611
-0.122061385,0.304954441
1.038626571,0.305010898
0.038255702,0.305254735
0.321963474,0.305287687
0.219455461,0.305338584
0.119422672,0.305452192
0.421908902,0.305472411
-0.669999202,0.305598156
0.28958203,0.305607691
0.799323062,0.305661988
0.405912119,0.305712744
0.02016291,0.305812329
-0.006935244,0.305836912
0.996299814,0.305868982
-0.031033207,0.306019092
0.717685918,0.306079486
-0.142148519,0.306095593
-0.115749466,0.306121061
-0.19962622,0.306123785
0.634425978,0.306265552
0.918105825,0.306296054
0.405425723,0.306322205
0.615170399,0.306378858
0.146634767,0.306378858
1.240350174,0.306437866
0.731814605,0.306647253
1.353812559,0.306699599
0.738044216,0.306710177
0.652448271,0.306996026
-0.213764558,0.307118373
0.204080217,0.307504793
0.48154071,0.307511916
1.016765169,0.307568568
0.646991171,0.307583443
0.07540447,0.307694188
0.928804472,0.30779518
1.157654234,0.307851228
0.213878073,0.307851833
0.405300494,0.307865679
0.620486308,0.307903575
-0.091894123,0.307929322
0.126123744,0.307992012
0.040014164,0.308008268
0.70869531,0.308112962
-0.055347189,0.308135097
0.099503963,0.308248403
0.586343781,0.308458509
0.353002888,0.308614008
0.033557633,0.308650767
0.002073384,0.308756024
0.527411331,0.308758279
0.210551193,0.308814932
0.840944589,0.308871585
0.314858157,0.308875189
0.475990715,0.309002856
0.596066041,0.309098197
-0.020985206,0.309159896
1.392048316,0.309212243
0.490237381,0.309468364
0.156233082,0.309473977
0.422110531,0.309494767
0.346600431,0.309494767
0.175424486,0.30949517
0.826880959,0.30955142
0.389698652,0.30955142
0.214743334,0.309590178
-0.101016182,0.309664726
0.23073801,0.309768925
-0.485764231,0.309768925
0.84185192,0.309778031
0.593243234,0.309834684
0.240291486,0.309891337
0.546771325,0.309892751
0.481237016,0.310049791
0.482209859,0.310066837
0.385061183,0.310401213
-0.333518613,0.310424331
-0.334251653,0.310468565
0.344972471,0.310639871
0.002369582,0.310722243
0.931262984,0.310730299
0.029888795,0.31078754
0.496757432,0.310820629
0.614515104,0.310854436
0.137712679,0.310911089
-0.024650371,0.310946496
0.584690018,0.311020965
0.239232933,0.311137701
0.031989352,0.31113932
-0.218666764,0.311194354
0.458810241,0.311198902
0.628755902,0.311306113
0.184776519,0.311567847
0.050684608,0.311567847
0.77888182,0.311571887
0.093961373,0.311610166
0.526554407,0.311817536
0.583017156,0.311895829
0.747820271,0.311934274
0.960309019,0.312044147
0.192303759,0.312044147
0.751288165,0.312143661
-0.533155864,0.312211803
0.640222815,0.312214106
-0.151342461,0.312457742
0.193160682,0.31249737
0.035940388,0.31249737
0.028721278,0.312562435
1.230638665,0.312712463
0.105910297,0.312712463
0.288127991,0.312723982
0.356592748,0.312760653
0.051566644,0.312837288
-0.098633835,0.31286721
-0.062353801,0.312893941
0.053692213,0.312920064
-0.109283129,0.312981209
0.387944191,0.313019818
0.701354537,0.313065608
0.425996706,0.313123484
0.045082625,0.313190596
-0.063513168,0.313233858
0.352750119,0.313290511
0.366225638,0.313308182
0.78670636,0.313573775
-0.096264253,0.313582199
0.544411376,0.313582199
-0.067533076,0.313820528
0.045668594,0.313820752
0.27759287,0.314083651
0.055548818,0.314083651
1.156059631,0.31411844
0.038985385,0.314170738
0.08901925,0.314196957
1.215985993,0.314237531
0.586343781,0.314315645
0.275425357,0.314366916
0.082797533,0.314404062
0.110593564,0.314423569
0.072037053,0.314424021
0.488122769,0.314576921
-0.036901952,0.314603958
0.782677054,0.314603958
-0.11788438,0.314637386
0.037099755,0.31465018
0.408752829,0.314654682
0.747108908,0.314656305
0.178693794,0.314706833
0.342567849,0.314763486
-0.300676395,0.314909168
1.62902109,0.314970386
0.594764986,0.315071759
1.757422097,0.315179773
0.430510041,0.315220696
0.014944398,0.315220696
-0.086489729,0.315250506
0.036137923,0.315300473
0.784801185,0.315394315
0.565145216,0.315429253
0.115180626,0.315443321
-0.18305018,0.315488836
0.380453812,0.315528515
0.297240398,0.315559638
0.335051936,0.315755587
0.458252548,0.315783238
0.052729777,0.315807934
0.671064474,0.315922469
-0.25964788,0.316123156
0.222331989,0.316181634
0.786101473,0.316293114
0.408160433,0.316322989
0.773947727,0.316329857
0.130192252,0.3164408
0.749154076,0.316488441
-0.084120147,0.316561319
-0.082046763,0.316561319
0.398318297,0.316633032
0.076122809,0.316740066
0.274013954,0.31680299
0.3733846,0.316849758
-0.098523765,0.316854868
0.114084828,0.316854868
-0.156867444,0.316972949
0.142174897,0.316978396
0.08115817,0.317037978
-0.513903013,0.317037978
1.820733397,0.317064255
0.139476933,0.317199561
-0.386834199,0.317216725
-0.130357255,0.317221296
0.824355256,0.317262281
0.619032226,0.317320612
0.336573827,0.317320612
0.314110819,0.317320612
-0.996112872,0.31733589
0.55092383,0.317529294
0.099798105,0.317581127
1.579225685,0.31764007
0.215440665,0.317670598
0.576743858,0.317674508
0.210097527,0.31776609
0.300124923,0.317822742
0.945808417,0.317892125
0.501515307,0.317932542
-0.836166113,0.318050879
0.192957192,0.318058844
0.780643996,0.318132877
0.295775058,0.31814615
-0.233355378,0.318195577
0.831266392,0.318219313
0.34070278,0.318219313
0.418823551,0.318229626
0.089720648,0.318320577
0.941979233,0.318358623
-0.110829881,0.318603894
-0.803880563,0.318646703
0.402292048,0.318720556
0.273786647,0.318721454
0.138468788,0.318729189
0.738264967,0.318785842
0.625352669,0.318842495
0.31664542,0.318844045
0.509768784,0.3189558
1.019649827,0.319001085
-0.438372599,0.31906378
0.751690987,0.319081436
0.77541513,0.319125759
0.159629103,0.319136119
0.261815393,0.319239065
0.577364942,0.319239065
0.502610951,0.319239065
0.608288033,0.319324009
0.152785582,0.31953719
0.451359774,0.319576899
1.013692163,0.319576899
0.528159149,0.319653851
0.171257229,0.319770513
0.824511817,0.319805594
-0.442815565,0.319897934
0.053381306,0.3199189
0.527360924,0.3199189
0.780674862,0.319965447
0.622227418,0.319975553
0.263091845,0.320003216
0.387984805,0.320032205
-0.040275414,0.320032205
0.694662674,0.320088858
-0.335051936,0.320100367
-0.626754338,0.320195846
0.312199402,0.320257407
0.635158168,0.320309754
0.576760054,0.32031547
0.031838065,0.320353823
0.324648253,0.320362101
0.123144976,0.320372123
0.311516967,0.320428776
0.725091975,0.32055334
0.330516997,0.320571488
0.546717318,0.320598734
0.469241334,0.32071204
1.720964747,0.320728528
-0.014513687,0.320910834
0.936034252,0.320924996
0.134981114,0.320937915
0.300048272,0.321029999
0.528016218,0.321051958
-0.257806358,0.321187995
-1.128412655,0.321192755
0.641281368,0.321221916
0.87572561,0.321221916
0.726217628,0.321391875
0.157421924,0.321391875
0.594241472,0.321416773
0.190556343,0.321461382
1.802237961,0.321461382
0.97836015,0.321488498
0.665260039,0.321506659
0.963551512,0.321652717
-0.166041568,0.321731792
1.04831854,0.321889169
0.266553677,0.321901751
0.826425874,0.321932503
0.835803047,0.321958404
-0.051667458,0.321958404
0.154319003,0.3220429
0.219246381,0.322045422
0.36550316,0.32207171
0.807989676,0.322088815
0.989461859,0.322089505
0.768230015,0.322090603
0.050353609,0.322102483
0.234376424,0.322103753
0.576860869,0.322128363
0.259830172,0.322133618
1.098301079,0.322221647
0.603366247,0.322234894
0.253145341,0.322298321
-0.723018591,0.322340812
0.699447592,0.322455971
0.416423746,0.322505267
0.832608169,0.322608933
0.396016328,0.322698307
0.681219957,0.322720041
0.419750338,0.322740595
-0.066690274,0.322874745
0.367620265,0.322921503
0.078232093,0.322921503
0.080917532,0.322927091
0.919479153,0.323011129
0.687857691,0.323034809
-0.354021171,0.323141266
0.79058772,0.323204768
-0.00239324,0.32323093
0.40663283,0.323241172
0.787375934,0.323282763
0.518136392,0.323318073
-0.198160265,0.323334596
0.410587023,0.323341602
1.210561851,0.323345865
0.322130093,0.323386429
0.66191615,0.323387035
0.849902993,0.323447762
0.550792622,0.323496277
0.11344372,0.323592043
0.290161669,0.323641821
0.50204396,0.323642105
-0.433847747,0.323642105
1.572112056,0.323659946
0.643302891,0.323852927
0.792604011,0.324054561
0.089747904,0.324068702
0.382679063,0.324112092
0.044133458,0.324128284
0.042694963,0.324167867
0.182753982,0.324247449
0.515918472,0.324281173
0.261959396,0.324288107
0.417624283,0.324451131
0.121815912,0.324474923
0.394831537,0.324485779
-0.188615007,0.324495324
0.624043123,0.324549841
0.391009242,0.324564437
0.097764572,0.32466063
0.266604084,0.324677743
-0.1295467,0.324791049
0.34139299,0.324806175
0.181219704,0.324863921
0.213575629,0.324904354
0.37765326,0.324941421
0.127681631,0.324961007
0.54389451,0.325130966
0.196082879,0.325141185
0.838726669,0.325244272
0.435801798,0.325291322
-0.093404683,0.325300925
0.071087449,0.325319932
0.307453215,0.325379515
0.339146369,0.325379515
1.567932799,0.325387388
0.392758153,0.325439097
0.38400263,0.325470883
1.293257791,0.325544429
0.307323505,0.325545293
0.480323252,0.325563417
0.793749887,0.325630925
0.630998284,0.325640842
0.390001096,0.325640842
0.609121526,0.325697495
0.963998947,0.325727955
-0.254810659,0.325745629
0.045568178,0.325754148
0.967164409,0.325754148
-0.046173065,0.325867454
0.382679063,0.325874416
0.653833147,0.325926249
0.516221851,0.325926249
0.041387748,0.325970528
0.945952529,0.32601193
0.132106844,0.326029915
0.915979117,0.326046132
0.970458788,0.326081748
0.434552617,0.326096216
0.427671974,0.326237247
-0.266264803,0.326246468
0.086417604,0.326303585
0.632293987,0.326392746
0.3020187,0.326407161
0.169393296,0.326539017
0.623954202,0.326539017
0.324523333,0.326651912
0.999878731,0.326660594
0.353481536,0.326703745
-0.385057013,0.32674991
0.647873781,0.326853097
0.031095486,0.327120219
0.019845246,0.327226569
0.306045616,0.327328941
0.272264265,0.327328941
0.622003056,0.327377574
0.808028638,0.327397082
0.107456472,0.327429407
0.440742181,0.327464899
-0.524269933,0.327464899
0.853641777,0.327464899
0.90464469,0.32748124
-0.466511381,0.327524481
0.069059825,0.327586867
0.518085985,0.327623693
0.196082879,0.327643646
0.894628338,0.327680346
-0.342432326,0.327690645
0.315247105,0.327736999
0.384934269,0.32776186
0.864217029,0.327795339
0.261764985,0.327906958
0.894528949,0.327936853
0.201888603,0.327936853
0.68140556,0.328020264
0.047984028,0.328120306
0.91680754,0.328133569
0.301571265,0.328202206
0.392965262,0.328249823
0.753067694,0.328286839
0.165130954,0.328286839
0.491984383,0.328358635
0.12349118,0.328362402
0.047391632,0.328418218
0.207362292,0.328475847
-0.132400373,0.3284778
-0.413877478,0.328493295
0.812026305,0.328517902
0.292347132,0.328537382
0.347259113,0.328569735
0.817555613,0.328586793
-0.757081327,0.328596965
-0.577585519,0.328656547
0.526512783,0.328673401
0.26962852,0.328700098
0.179903569,0.328756751
0.625924937,0.328800746
0.946735128,0.328894621
0.692293532,0.32892671
0.306045616,0.328978442
0.192142256,0.328986811
0.301233063,0.329014042
0.847850386,0.329040016
0.334099427,0.329096669
-0.147542097,0.329209974
1.256889361,0.329261048
-0.039394294,0.329311954
-0.433564623,0.32936656
0.611196362,0.32946359
0.811482077,0.32950192
0.314778093,0.329679822
-0.687099181,0.329710062
0.132457488,0.329803445
0.249011945,0.329833156
0.27981079,0.329889809
0.723726292,0.329900222
0.388383604,0.329902592
0.026640013,0.3300951
0.162903217,0.330153431
0.56555798,0.330191311
0.405627352,0.330229727
-0.070862774,0.330242962
0.158761968,0.330265272
0.337446829,0.330280225
0.035543724,0.330324855
0.344886584,0.330343032
0.372024314,0.330384437
0.818765388,0.330456338
0.586822429,0.330487558
0.174460447,0.330563184
0.170427001,0.330626297
0.25576652,0.330626297
0.476953648,0.330626297
-0.028731177,0.330741931
0.630645433,0.330796256
0.17268326,0.330861096
1.163212419,0.330954353
0.021622432,0.330980261
0.098596632,0.33107952
0.155077117,0.331093184
1.571667454,0.331145531
0.188108658,0.331161387
0.551506009,0.331192826
0.734232385,0.331192826
0.281212967,0.33121012
1.363060277,0.331302571
0.08767548,0.331302571
0.257077109,0.331306132
-0.107770757,0.331362784
0.235490292,0.331378381
0.026361595,0.331397338
0.16805949,0.331407265
0.568873129,0.331576052
0.672533879,0.331646049
-0.31830091,0.331731551
0.722033365,0.331773692
0.340318717,0.331783384
0.488220944,0.331835217
0.952589351,0.331840812
-1.217668753,0.331873997
0.38535321,0.331873997
-1.215595369,0.331993162
0.122989609,0.332020022
0.380453812,0.332156367
0.288724426,0.332297159
0.260803431,0.332297159
0.877929989,0.332350656
0.211108692,0.332356702
0.206014538,0.332382537
0.031403733,0.332382537
0.409961999,0.332405381
0.94872124,0.332410239
0.055879052,0.332428339
0.364251116,0.332457214
0.136654,0.332457214
0.280203026,0.332469821
0.558865471,0.332665801
0.615573657,0.332722454
0.788571429,0.332779107
0.419574121,0.332857541
0.778520946,0.332871878
-0.171233517,0.333005718
1.344031319,0.333030014
0.175114878,0.333062371
0.937272894,0.333062371
0.092379061,0.33307921
0.427957775,0.333175677
0.328352517,0.333286543
0.032662763,0.333296254
0.139782814,0.333344094
-0.581139891,0.333363557
0.902969422,0.333390209
0.723715752,0.333390209
0.445381949,0.333390209
0.268368339,0.333402289
0.874968515,0.333442042
0.221852079,0.333482722
0.341515337,0.333545708
0.643341409,0.333601887
1.060868648,0.333635857
-0.135349121,0.333781401
0.756024491,0.333856706
-0.020807365,0.333867562
-1.173343761,0.333872006
0.466448004,0.333909303
-0.035212465,0.333919908
0.813951285,0.333959381
0.524599814,0.334009471
0.370639628,0.334061607
0.863549764,0.33407249
0.147074284,0.334129295
0.975278565,0.334129295
1.017439107,0.334138128
0.698342405,0.334138776
0.215161697,0.334159722
0.093843392,0.334178269
0.666631205,0.334209806
0.626071563,0.334219538
0.174945838,0.334219538
-0.05736348,0.334252082
0.303250174,0.334308735
1.008989951,0.334323204
0.55192167,0.334353262
0.697989554,0.334422041
0.002691848,0.334469924
0.510717399,0.334478703
0.488244877,0.334535347
-0.007997338,0.334555205
0.815897925,0.334557637
-0.333222415,0.334614788
0.980119079,0.334705305
-0.042877113,0.334723263
1.254399591,0.334757456
0.367237491,0.334760729
0.792902896,0.334809803
0.912630983,0.334810813
-0.008165979,0.334818611
0.754949776,0.334818611
0.608466231,0.334875264
0.125967783,0.334875264
0.812026305,0.334893367
0.028228075,0.334931917
0.700211368,0.334972282
1.042319714,0.335091447
0.382187968,0.335101876
0.410181947,0.335169896
0.855272215,0.335188329
0.610994152,0.335204366
1.153097654,0.335210612
0.67101274,0.335286558
0.406372139,0.335359865
0.578160214,0.335437964
0.730391879,0.335437964
0.499469172,0.335515364
0.719899276,0.335542658
0.338736896,0.335555099
0.251175651,0.335568106
0.466511381,0.335568106
0.202385214,0.335611752
0.090254171,0.335647351
0.087082124,0.335746853
-0.000464112,0.335753206
0.895998049,0.335806436
0.681203931,0.335838363
0.775852482,0.335867535
0.349413029,0.335878195
0.299444889,0.335928199
-0.125967783,0.335951669
0.085188297,0.336008322
0.447032419,0.336044861
0.368015379,0.336158624
0.522485203,0.336263246
0.123639365,0.336278185
0.326180196,0.336304168
0.448553699,0.336498227
0.373824076,0.336500192
0.759614351,0.336552025
1.117043406,0.336613833
-0.081869309,0.336628171
0.842090067,0.336640589
0.360661256,0.336655691
0.528906023,0.336759357
0.178903412,0.336819337
0.098434844,0.336851326
-0.953164205,0.336878919
0.422110531,0.336914768
0.318523578,0.336971421
0.011509971,0.336978157
0.758931951,0.337028074
0.496511671,0.337084727
0.344626549,0.337122189
0.61589443,0.337128918
0.272552143,0.33714138
0.495764151,0.337211481
1.01566192,0.337236414
0.205561205,0.337295996
0.260273404,0.337315007
0.565145216,0.337355578
0.388488878,0.337367991
0.357015266,0.337479487
0.518319981,0.337561467
0.7128597,0.337651256
0.407943759,0.337765763
-0.439853588,0.337832238
0.225094189,0.337911453
0.795678855,0.33793452
0.024650371,0.337951518
0.637503873,0.337969784
0.668854148,0.338047826
-1.09862975,0.338083488
0.630604908,0.33813015
0.130136929,0.338144777
1.199802487,0.338159995
-0.23458858,0.338249314
0.564561494,0.338331091
0.96645984,0.338341787
0.093598474,0.338368479
-0.739309464,0.338368479
0.305708215,0.338474076
0.041763876,0.338487644
0.509869599,0.338501049
0.611648255,0.338547226
0.044926016,0.338553094
0.64198707,0.338557702
0.17173759,0.338557702
0.364435898,0.33858436
0.625993902,0.338611425
0.972544969,0.338617189
0.341754661,0.338625347
0.093810985,0.338683463
0.040577857,0.338727661
0.250675385,0.338727661
0.296092341,0.338727661
0.790273982,0.338800336
0.147785647,0.338840503
0.626789535,0.338884513
0.395999562,0.33889762
0.167792729,0.338945196
0.465158345,0.338954272
0.103687767,0.339067578
-0.154246265,0.339067578
0.285687318,0.339069508
0.166669579,0.339118023
0.228960824,0.33914305
0.368558948,0.339195511
0.19726767,0.339202633
0.106793359,0.33920693
0.47745772,0.339350843
0.065574774,0.33935101
0.764782467,0.33938138
0.998675168,0.339457626
0.336968181,0.339506509
0.558628866,0.33961971
0.683371444,0.339634107
0.096177083,0.339634107
1.030443061,0.339651685
0.771378131,0.339651685
0.941021937,0.339662008
0.322848065,0.339662008
-0.09653524,0.339719714
0.255379289,0.339730398
0.656101107,0.339747413
0.088313548,0.339860719
0.52816744,0.339917372
0.482483806,0.33991937
0.222216697,0.339953038
0.225682531,0.340010018
0.420670873,0.340011369
-0.155859298,0.340030677
-0.166814605,0.340044478
