,local_datetime,recordType,marketIndexDataProviderId,settlementDate,settlementPeriod,marketIndexPrice,marketIndexVolume,activeFlag
0,2016-01-01 00:00:00+00:00,MID,APXMIDP,2016-01-01,1,30.86,403.500,Y
1,2016-01-01 00:30:00+00:00,MID,APXMIDP,2016-01-01,2,32.71,411.450,Y
2,2016-01-01 01:00:00+00:00,MID,APXMIDP,2016-01-01,3,35.56,585.700,Y
3,2016-01-01 01:30:00+00:00,MID,APXMIDP,2016-01-01,4,36.08,508.500,Y
4,2016-01-01 02:00:00+00:00,MID,APXMIDP,2016-01-01,5,36.22,516.500,Y
5,2016-01-01 02:30:00+00:00,MID,APXMIDP,2016-01-01,6,35.46,505.800,Y
6,2016-01-01 03:00:00+00:00,MID,APXMIDP,2016-01-01,7,33.04,360.250,Y
7,2016-01-01 03:30:00+00:00,MID,APXMIDP,2016-01-01,8,33.26,363.700,Y
8,2016-01-01 04:00:00+00:00,MID,APXMIDP,2016-01-01,9,32.45,292.500,Y
9,2016-01-01 04:30:00+00:00,MID,APXMIDP,2016-01-01,10,34.83,341.800,Y
10,2016-01-01 05:00:00+00:00,MID,APXMIDP,2016-01-01,11,33.08,335.150,Y
11,2016-01-01 05:30:00+00:00,MID,APXMIDP,2016-01-01,12,37.57,542.800,Y
12,2016-01-01 06:00:00+00:00,MID,APXMIDP,2016-01-01,13,34.02,574.500,Y
13,2016-01-01 06:30:00+00:00,MID,APXMIDP,2016-01-01,14,33.10,478.550,Y
14,2016-01-01 07:00:00+00:00,MID,APXMIDP,2016-01-01,15,31.11,992.250,Y
15,2016-01-01 07:30:00+00:00,MID,APXMIDP,2016-01-01,16,30.67,830.600,Y
16,2016-01-01 08:00:00+00:00,MID,APXMIDP,2016-01-01,17,25.15,1022.350,Y
17,2016-01-01 08:30:00+00:00,MID,APXMIDP,2016-01-01,18,25.64,943.700,Y
18,2016-01-01 09:00:00+00:00,MID,APXMIDP,2016-01-01,19,27.55,898.100,Y
19,2016-01-01 09:30:00+00:00,MID,APXMIDP,2016-01-01,20,27.57,941.200,Y
20,2016-01-01 10:00:00+00:00,MID,APXMIDP,2016-01-01,21,28.46,986.100,Y
21,2016-01-01 10:30:00+00:00,MID,APXMIDP,2016-01-01,22,29.14,731.850,Y
22,2016-01-01 11:00:00+00:00,MID,APXMIDP,2016-01-01,23,35.85,406.450,Y
23,2016-01-01 11:30:00+00:00,MID,APXMIDP,2016-01-01,24,35.71,506.150,Y
24,2016-01-01 12:00:00+00:00,MID,APXMIDP,2016-01-01,25,38.75,588.750,Y
25,2016-01-01 12:30:00+00:00,MID,APXMIDP,2016-01-01,26,38.84,661.850,Y
26,2016-01-01 13:00:00+00:00,MID,APXMIDP,2016-01-01,27,39.74,797.850,Y
27,2016-01-01 13:30:00+00:00,MID,APXMIDP,2016-01-01,28,39.82,889.650,Y
28,2016-01-01 14:00:00+00:00,MID,APXMIDP,2016-01-01,29,38.74,893.800,Y
29,2016-01-01 14:30:00+00:00,MID,APXMIDP,2016-01-01,30,38.60,961.300,Y
30,2016-01-01 15:00:00+00:00,MID,APXMIDP,2016-01-01,31,43.80,856.350,Y
31,2016-01-01 15:30:00+00:00,MID,APXMIDP,2016-01-01,32,43.19,960.050,Y
32,2016-01-01 16:00:00+00:00,MID,APXMIDP,2016-01-01,33,44.32,823.800,Y
33,2016-01-01 16:30:00+00:00,MID,APXMIDP,2016-01-01,34,46.34,793.600,Y
34,2016-01-01 17:00:00+00:00,MID,APXMIDP,2016-01-01,35,50.30,716.600,Y
35,2016-01-01 17:30:00+00:00,MID,APXMIDP,2016-01-01,36,44.95,883.400,Y
36,2016-01-01 18:00:00+00:00,MID,APXMIDP,2016-01-01,37,41.70,1009.900,Y
37,2016-01-01 18:30:00+00:00,MID,APXMIDP,2016-01-01,38,40.18,1080.000,Y
38,2016-01-01 19:00:00+00:00,MID,APXMIDP,2016-01-01,39,32.37,964.500,Y
39,2016-01-01 19:30:00+00:00,MID,APXMIDP,2016-01-01,40,31.25,817.350,Y
40,2016-01-01 20:00:00+00:00,MID,APXMIDP,2016-01-01,41,30.86,773.500,Y
41,2016-01-01 20:30:00+00:00,MID,APXMIDP,2016-01-01,42,30.92,757.000,Y
42,2016-01-01 21:00:00+00:00,MID,APXMIDP,2016-01-01,43,31.61,808.950,Y
43,2016-01-01 21:30:00+00:00,MID,APXMIDP,2016-01-01,44,30.69,872.050,Y
44,2016-01-01 22:00:00+00:00,MID,APXMIDP,2016-01-01,45,30.51,1061.250,Y
45,2016-01-01 22:30:00+00:00,MID,APXMIDP,2016-01-01,46,30.10,1145.700,Y
46,2016-01-01 23:00:00+00:00,MID,APXMIDP,2016-01-01,47,29.84,508.250,Y
47,2016-01-01 23:30:00+00:00,MID,APXMIDP,2016-01-01,48,28.68,349.900,Y
48,2016-01-01 00:00:00+00:00,MID,N2EXMIDP,2016-01-01,1,0.00,0.000,Y
49,2016-01-01 00:30:00+00:00,MID,N2EXMIDP,2016-01-01,2,0.00,0.000,Y
50,2016-01-01 01:00:00+00:00,MID,N2EXMIDP,2016-01-01,3,0.00,0.000,Y
51,2016-01-01 01:30:00+00:00,MID,N2EXMIDP,2016-01-01,4,0.00,0.000,Y
52,2016-01-01 02:00:00+00:00,MID,N2EXMIDP,2016-01-01,5,0.00,0.000,Y
53,2016-01-01 02:30:00+00:00,MID,N2EXMIDP,2016-01-01,6,0.00,0.000,Y
54,2016-01-01 03:00:00+00:00,MID,N2EXMIDP,2016-01-01,7,0.00,0.000,Y
55,2016-01-01 03:30:00+00:00,MID,N2EXMIDP,2016-01-01,8,0.00,0.000,Y
56,2016-01-01 04:00:00+00:00,MID,N2EXMIDP,2016-01-01,9,0.00,0.000,Y
57,2016-01-01 04:30:00+00:00,MID,N2EXMIDP,2016-01-01,10,0.00,0.000,Y
58,2016-01-01 05:00:00+00:00,MID,N2EXMIDP,2016-01-01,11,0.00,0.000,Y
59,2016-01-01 05:30:00+00:00,MID,N2EXMIDP,2016-01-01,12,0.00,0.000,Y
60,2016-01-01 06:00:00+00:00,MID,N2EXMIDP,2016-01-01,13,0.00,0.000,Y
61,2016-01-01 06:30:00+00:00,MID,N2EXMIDP,2016-01-01,14,0.00,0.000,Y
62,2016-01-01 07:00:00+00:00,MID,N2EXMIDP,2016-01-01,15,0.00,0.000,Y
63,2016-01-01 07:30:00+00:00,MID,N2EXMIDP,2016-01-01,16,0.00,0.000,Y
64,2016-01-01 08:00:00+00:00,MID,N2EXMIDP,2016-01-01,17,0.00,0.000,Y
65,2016-01-01 08:30:00+00:00,MID,N2EXMIDP,2016-01-01,18,0.00,0.000,Y
66,2016-01-01 09:00:00+00:00,MID,N2EXMIDP,2016-01-01,19,0.00,0.000,Y
67,2016-01-01 09:30:00+00:00,MID,N2EXMIDP,2016-01-01,20,0.00,0.000,Y
68,2016-01-01 10:00:00+00:00,MID,N2EXMIDP,2016-01-01,21,0.00,0.000,Y
69,2016-01-01 10:30:00+00:00,MID,N2EXMIDP,2016-01-01,22,0.00,0.000,Y
70,2016-01-01 11:00:00+00:00,MID,N2EXMIDP,2016-01-01,23,0.00,0.000,Y
71,2016-01-01 11:30:00+00:00,MID,N2EXMIDP,2016-01-01,24,0.00,0.000,Y
72,2016-01-01 12:00:00+00:00,MID,N2EXMIDP,2016-01-01,25,0.00,0.000,Y
73,2016-01-01 12:30:00+00:00,MID,N2EXMIDP,2016-01-01,26,0.00,0.000,Y
74,2016-01-01 13:00:00+00:00,MID,N2EXMIDP,2016-01-01,27,0.00,0.000,Y
75,2016-01-01 13:30:00+00:00,MID,N2EXMIDP,2016-01-01,28,0.00,0.000,Y
76,2016-01-01 14:00:00+00:00,MID,N2EXMIDP,2016-01-01,29,0.00,0.000,Y
77,2016-01-01 14:30:00+00:00,MID,N2EXMIDP,2016-01-01,30,0.00,0.000,Y
78,2016-01-01 15:00:00+00:00,MID,N2EXMIDP,2016-01-01,31,0.00,0.000,Y
79,2016-01-01 15:30:00+00:00,MID,N2EXMIDP,2016-01-01,32,0.00,0.000,Y
80,2016-01-01 16:00:00+00:00,MID,N2EXMIDP,2016-01-01,33,0.00,0.000,Y
81,2016-01-01 16:30:00+00:00,MID,N2EXMIDP,2016-01-01,34,0.00,0.000,Y
82,2016-01-01 17:00:00+00:00,MID,N2EXMIDP,2016-01-01,35,0.00,0.000,Y
83,2016-01-01 17:30:00+00:00,MID,N2EXMIDP,2016-01-01,36,0.00,0.000,Y
84,2016-01-01 18:00:00+00:00,MID,N2EXMIDP,2016-01-01,37,0.00,0.000,Y
85,2016-01-01 18:30:00+00:00,MID,N2EXMIDP,2016-01-01,38,0.00,0.000,Y
86,2016-01-01 19:00:00+00:00,MID,N2EXMIDP,2016-01-01,39,0.00,0.000,Y
87,2016-01-01 19:30:00+00:00,MID,N2EXMIDP,2016-01-01,40,0.00,0.000,Y
88,2016-01-01 20:00:00+00:00,MID,N2EXMIDP,2016-01-01,41,0.00,0.000,Y
89,2016-01-01 20:30:00+00:00,MID,N2EXMIDP,2016-01-01,42,0.00,0.000,Y
90,2016-01-01 21:00:00+00:00,MID,N2EXMIDP,2016-01-01,43,0.00,0.000,Y
91,2016-01-01 21:30:00+00:00,MID,N2EXMIDP,2016-01-01,44,0.00,0.000,Y
92,2016-01-01 22:00:00+00:00,MID,N2EXMIDP,2016-01-01,45,0.00,0.000,Y
93,2016-01-01 22:30:00+00:00,MID,N2EXMIDP,2016-01-01,46,0.00,0.000,Y
94,2016-01-01 23:00:00+00:00,MID,N2EXMIDP,2016-01-01,47,0.00,0.000,Y
95,2016-01-01 23:30:00+00:00,MID,N2EXMIDP,2016-01-01,48,0.00,0.000,Y
0,2016-01-02 00:00:00+00:00,MID,APXMIDP,2016-01-02,1,28.90,484.600,Y
1,2016-01-02 00:30:00+00:00,MID,APXMIDP,2016-01-02,2,28.89,435.100,Y
2,2016-01-02 01:00:00+00:00,MID,APXMIDP,2016-01-02,3,28.03,471.700,Y
3,2016-01-02 01:30:00+00:00,MID,APXMIDP,2016-01-02,4,21.96,414.750,Y
4,2016-01-02 02:00:00+00:00,MID,APXMIDP,2016-01-02,5,21.51,506.450,Y
5,2016-01-02 02:30:00+00:00,MID,APXMIDP,2016-01-02,6,21.73,497.500,Y
6,2016-01-02 03:00:00+00:00,MID,APXMIDP,2016-01-02,7,20.27,509.300,Y
7,2016-01-02 03:30:00+00:00,MID,APXMIDP,2016-01-02,8,17.91,483.900,Y
8,2016-01-02 04:00:00+00:00,MID,APXMIDP,2016-01-02,9,17.26,470.000,Y
9,2016-01-02 04:30:00+00:00,MID,APXMIDP,2016-01-02,10,16.88,414.850,Y
10,2016-01-02 05:00:00+00:00,MID,APXMIDP,2016-01-02,11,21.90,496.600,Y
11,2016-01-02 05:30:00+00:00,MID,APXMIDP,2016-01-02,12,21.50,424.500,Y
12,2016-01-02 06:00:00+00:00,MID,APXMIDP,2016-01-02,13,20.55,350.400,Y
13,2016-01-02 06:30:00+00:00,MID,APXMIDP,2016-01-02,14,22.56,553.950,Y
14,2016-01-02 07:00:00+00:00,MID,APXMIDP,2016-01-02,15,28.23,918.700,Y
