,local_datetime,recordType,marketIndexDataProviderId,settlementDate,settlementPeriod,marketIndexPrice,marketIndexVolume,activeFlag
0,2019-01-01 00:00:00+00:00,MID,APXMIDP,2019-01-01,1,48.81,273.000,Y
1,2019-01-01 00:30:00+00:00,MID,APXMIDP,2019-01-01,2,50.24,222.000,Y
2,2019-01-01 01:00:00+00:00,MID,APXMIDP,2019-01-01,3,41.90,95.900,Y
3,2019-01-01 01:30:00+00:00,MID,APXMIDP,2019-01-01,4,39.32,182.300,Y
4,2019-01-01 02:00:00+00:00,MID,APXMIDP,2019-01-01,5,34.09,204.950,Y
5,2019-01-01 02:30:00+00:00,MID,APXMIDP,2019-01-01,6,29.85,374.150,Y
6,2019-01-01 03:00:00+00:00,MID,APXMIDP,2019-01-01,7,27.55,539.400,Y
7,2019-01-01 03:30:00+00:00,MID,APXMIDP,2019-01-01,8,25.61,619.400,Y
8,2019-01-01 04:00:00+00:00,MID,APXMIDP,2019-01-01,9,28.74,467.000,Y
9,2019-01-01 04:30:00+00:00,MID,APXMIDP,2019-01-01,10,26.86,596.950,Y
10,2019-01-01 05:00:00+00:00,MID,APXMIDP,2019-01-01,11,22.67,706.800,Y
11,2019-01-01 05:30:00+00:00,MID,APXMIDP,2019-01-01,12,22.90,720.500,Y
12,2019-01-01 06:00:00+00:00,MID,APXMIDP,2019-01-01,13,22.91,808.000,Y
13,2019-01-01 06:30:00+00:00,MID,APXMIDP,2019-01-01,14,23.39,745.000,Y
14,2019-01-01 07:00:00+00:00,MID,APXMIDP,2019-01-01,15,40.69,656.000,Y
15,2019-01-01 07:30:00+00:00,MID,APXMIDP,2019-01-01,16,40.41,753.050,Y
16,2019-01-01 08:00:00+00:00,MID,APXMIDP,2019-01-01,17,40.06,707.050,Y
17,2019-01-01 08:30:00+00:00,MID,APXMIDP,2019-01-01,18,41.45,502.950,Y
18,2019-01-01 09:00:00+00:00,MID,APXMIDP,2019-01-01,19,40.95,661.750,Y
19,2019-01-01 09:30:00+00:00,MID,APXMIDP,2019-01-01,20,40.15,772.450,Y
20,2019-01-01 10:00:00+00:00,MID,APXMIDP,2019-01-01,21,42.53,798.200,Y
21,2019-01-01 10:30:00+00:00,MID,APXMIDP,2019-01-01,22,45.10,861.950,Y
22,2019-01-01 11:00:00+00:00,MID,APXMIDP,2019-01-01,23,51.75,1055.150,Y
23,2019-01-01 11:30:00+00:00,MID,APXMIDP,2019-01-01,24,51.08,983.400,Y
24,2019-01-01 12:00:00+00:00,MID,APXMIDP,2019-01-01,25,50.67,1092.650,Y
25,2019-01-01 12:30:00+00:00,MID,APXMIDP,2019-01-01,26,50.38,1143.150,Y
26,2019-01-01 13:00:00+00:00,MID,APXMIDP,2019-01-01,27,51.43,972.900,Y
27,2019-01-01 13:30:00+00:00,MID,APXMIDP,2019-01-01,28,49.90,1190.900,Y
28,2019-01-01 14:00:00+00:00,MID,APXMIDP,2019-01-01,29,51.39,1202.250,Y
29,2019-01-01 14:30:00+00:00,MID,APXMIDP,2019-01-01,30,52.01,1344.500,Y
30,2019-01-01 15:00:00+00:00,MID,APXMIDP,2019-01-01,31,51.87,611.550,Y
31,2019-01-01 15:30:00+00:00,MID,APXMIDP,2019-01-01,32,48.49,647.900,Y
32,2019-01-01 16:00:00+00:00,MID,APXMIDP,2019-01-01,33,54.99,730.600,Y
33,2019-01-01 16:30:00+00:00,MID,APXMIDP,2019-01-01,34,62.42,896.250,Y
34,2019-01-01 17:00:00+00:00,MID,APXMIDP,2019-01-01,35,65.19,555.000,Y
35,2019-01-01 17:30:00+00:00,MID,APXMIDP,2019-01-01,36,65.95,820.700,Y
36,2019-01-01 18:00:00+00:00,MID,APXMIDP,2019-01-01,37,65.15,888.500,Y
37,2019-01-01 18:30:00+00:00,MID,APXMIDP,2019-01-01,38,64.22,1117.500,Y
38,2019-01-01 19:00:00+00:00,MID,APXMIDP,2019-01-01,39,59.00,209.250,Y
39,2019-01-01 19:30:00+00:00,MID,APXMIDP,2019-01-01,40,57.74,482.150,Y
40,2019-01-01 20:00:00+00:00,MID,APXMIDP,2019-01-01,41,57.20,254.500,Y
41,2019-01-01 20:30:00+00:00,MID,APXMIDP,2019-01-01,42,54.44,429.500,Y
42,2019-01-01 21:00:00+00:00,MID,APXMIDP,2019-01-01,43,51.66,674.750,Y
43,2019-01-01 21:30:00+00:00,MID,APXMIDP,2019-01-01,44,50.61,750.750,Y
44,2019-01-01 22:00:00+00:00,MID,APXMIDP,2019-01-01,45,50.84,728.750,Y
45,2019-01-01 22:30:00+00:00,MID,APXMIDP,2019-01-01,46,49.46,922.300,Y
46,2019-01-01 23:00:00+00:00,MID,APXMIDP,2019-01-01,47,45.07,377.600,Y
47,2019-01-01 23:30:00+00:00,MID,APXMIDP,2019-01-01,48,45.05,325.750,Y
48,2019-01-01 00:00:00+00:00,MID,N2EXMIDP,2019-01-01,1,0.00,0.000,Y
49,2019-01-01 00:30:00+00:00,MID,N2EXMIDP,2019-01-01,2,0.00,0.000,Y
50,2019-01-01 01:00:00+00:00,MID,N2EXMIDP,2019-01-01,3,0.00,0.000,Y
51,2019-01-01 01:30:00+00:00,MID,N2EXMIDP,2019-01-01,4,0.00,0.000,Y
52,2019-01-01 02:00:00+00:00,MID,N2EXMIDP,2019-01-01,5,0.00,0.000,Y
53,2019-01-01 02:30:00+00:00,MID,N2EXMIDP,2019-01-01,6,0.00,0.000,Y
54,2019-01-01 03:00:00+00:00,MID,N2EXMIDP,2019-01-01,7,0.00,0.000,Y
55,2019-01-01 03:30:00+00:00,MID,N2EXMIDP,2019-01-01,8,0.00,0.000,Y
56,2019-01-01 04:00:00+00:00,MID,N2EXMIDP,2019-01-01,9,0.00,0.000,Y
57,2019-01-01 04:30:00+00:00,MID,N2EXMIDP,2019-01-01,10,0.00,0.000,Y
58,2019-01-01 05:00:00+00:00,MID,N2EXMIDP,2019-01-01,11,0.00,0.000,Y
59,2019-01-01 05:30:00+00:00,MID,N2EXMIDP,2019-01-01,12,0.00,0.000,Y
60,2019-01-01 06:00:00+00:00,MID,N2EXMIDP,2019-01-01,13,0.00,0.000,Y
61,2019-01-01 06:30:00+00:00,MID,N2EXMIDP,2019-01-01,14,0.00,0.000,Y
62,2019-01-01 07:00:00+00:00,MID,N2EXMIDP,2019-01-01,15,0.00,0.000,Y
63,2019-01-01 07:30:00+00:00,MID,N2EXMIDP,2019-01-01,16,0.00,0.000,Y
64,2019-01-01 08:00:00+00:00,MID,N2EXMIDP,2019-01-01,17,0.00,0.000,Y
65,2019-01-01 08:30:00+00:00,MID,N2EXMIDP,2019-01-01,18,0.00,0.000,Y
66,2019-01-01 09:00:00+00:00,MID,N2EXMIDP,2019-01-01,19,0.00,0.000,Y
67,2019-01-01 09:30:00+00:00,MID,N2EXMIDP,2019-01-01,20,0.00,0.000,Y
68,2019-01-01 10:00:00+00:00,MID,N2EXMIDP,2019-01-01,21,0.00,0.000,Y
69,2019-01-01 10:30:00+00:00,MID,N2EXMIDP,2019-01-01,22,0.00,0.000,Y
70,2019-01-01 11:00:00+00:00,MID,N2EXMIDP,2019-01-01,23,0.00,0.000,Y
71,2019-01-01 11:30:00+00:00,MID,N2EXMIDP,2019-01-01,24,0.00,0.000,Y
72,2019-01-01 12:00:00+00:00,MID,N2EXMIDP,2019-01-01,25,0.00,0.000,Y
73,2019-01-01 12:30:00+00:00,MID,N2EXMIDP,2019-01-01,26,0.00,0.000,Y
74,2019-01-01 13:00:00+00:00,MID,N2EXMIDP,2019-01-01,27,0.00,0.000,Y
75,2019-01-01 13:30:00+00:00,MID,N2EXMIDP,2019-01-01,28,0.00,0.000,Y
76,2019-01-01 14:00:00+00:00,MID,N2EXMIDP,2019-01-01,29,0.00,0.000,Y
77,2019-01-01 14:30:00+00:00,MID,N2EXMIDP,2019-01-01,30,0.00,0.000,Y
78,2019-01-01 15:00:00+00:00,MID,N2EXMIDP,2019-01-01,31,0.00,0.000,Y
79,2019-01-01 15:30:00+00:00,MID,N2EXMIDP,2019-01-01,32,0.00,0.000,Y
80,2019-01-01 16:00:00+00:00,MID,N2EXMIDP,2019-01-01,33,0.00,0.000,Y
81,2019-01-01 16:30:00+00:00,MID,N2EXMIDP,2019-01-01,34,0.00,0.000,Y
82,2019-01-01 17:00:00+00:00,MID,N2EXMIDP,2019-01-01,35,0.00,0.000,Y
83,2019-01-01 17:30:00+00:00,MID,N2EXMIDP,2019-01-01,36,0.00,0.000,Y
84,2019-01-01 18:00:00+00:00,MID,N2EXMIDP,2019-01-01,37,0.00,0.000,Y
85,2019-01-01 18:30:00+00:00,MID,N2EXMIDP,2019-01-01,38,0.00,0.000,Y
86,2019-01-01 19:00:00+00:00,MID,N2EXMIDP,2019-01-01,39,0.00,0.000,Y
87,2019-01-01 19:30:00+00:00,MID,N2EXMIDP,2019-01-01,40,0.00,0.000,Y
88,2019-01-01 20:00:00+00:00,MID,N2EXMIDP,2019-01-01,41,0.00,0.000,Y
89,2019-01-01 20:30:00+00:00,MID,N2EXMIDP,2019-01-01,42,0.00,0.000,Y
90,2019-01-01 21:00:00+00:00,MID,N2EXMIDP,2019-01-01,43,0.00,0.000,Y
91,2019-01-01 21:30:00+00:00,MID,N2EXMIDP,2019-01-01,44,0.00,0.000,Y
92,2019-01-01 22:00:00+00:00,MID,N2EXMIDP,2019-01-01,45,0.00,0.000,Y
93,2019-01-01 22:30:00+00:00,MID,N2EXMIDP,2019-01-01,46,0.00,0.000,Y
94,2019-01-01 23:00:00+00:00,MID,N2EXMIDP,2019-01-01,47,0.00,0.000,Y
95,2019-01-01 23:30:00+00:00,MID,N2EXMIDP,2019-01-01,48,0.00,0.000,Y
0,2019-01-02 00:00:00+00:00,MID,APXMIDP,2019-01-02,1,44.90,341.000,Y
1,2019-01-02 00:30:00+00:00,MID,APXMIDP,2019-01-02,2,44.73,440.000,Y
2,2019-01-02 01:00:00+00:00,MID,APXMIDP,2019-01-02,3,44.02,313.000,Y
3,2019-01-02 01:30:00+00:00,MID,APXMIDP,2019-01-02,4,43.99,469.000,Y
4,2019-01-02 02:00:00+00:00,MID,APXMIDP,2019-01-02,5,44.17,476.500,Y
5,2019-01-02 02:30:00+00:00,MID,APXMIDP,2019-01-02,6,45.01,541.200,Y
