,local_datetime,recordType,marketIndexDataProviderId,settlementDate,settlementPeriod,marketIndexPrice,marketIndexVolume,activeFlag,Pi*Ei,tlocaldate,solarunitsproduced(Esi),Esi*Pi,Sum Ei,Sum Pi*Ei,Avg Elec,Sum Esi,Sum Esi*Pi,Solar S.P,V.F
0,2023-01-01 00:00:00+00:00,MID,APXMIDP,01/01/2023,1,62.48,635.65,Y,39715.412,2023-01-01 00:00:00+00,0,0,12889340.65,1452580063,112.6962272,13504753,1247765333,92.39453201,0.819854704
1,2023-01-01 00:30:00+00:00,MID,APXMIDP,01/01/2023,2,103.42,557.1,Y,57615.282,2023-01-01 00:30:00+00,0,0,,,,,,,
2,2023-01-01 01:00:00+00:00,MID,APXMIDP,01/01/2023,3,122.1,593.7,Y,72490.77,2023-01-01 01:00:00+00,0,0,,,,,,,
3,2023-01-01 01:30:00+00:00,MID,APXMIDP,01/01/2023,4,52.75,784.45,Y,41379.7375,2023-01-01 01:30:00+00,0,0,,,,,,,
4,2023-01-01 02:00:00+00:00,MID,APXMIDP,01/01/2023,5,33.5,641.7,Y,21496.95,2023-01-01 02:00:00+00,0,0,,,,,,,
5,2023-01-01 02:30:00+00:00,MID,APXMIDP,01/01/2023,6,18.34,535.3,Y,9817.402,2023-01-01 02:30:00+00,0,0,,,,,,,
6,2023-01-01 03:00:00+00:00,MID,APXMIDP,01/01/2023,7,-20.28,490.2,Y,-9941.256,2023-01-01 03:00:00+00,0,0,,,,,,,
7,2023-01-01 03:30:00+00:00,MID,APXMIDP,01/01/2023,8,-31.6,450.2,Y,-14226.32,2023-01-01 03:30:00+00,0,0,,,,,,,
8,2023-01-01 04:00:00+00:00,MID,APXMIDP,01/01/2023,9,-25.43,387.8,Y,-9861.754,2023-01-01 04:00:00+00,0,0,,,,,,,
9,2023-01-01 04:30:00+00:00,MID,APXMIDP,01/01/2023,10,-1.61,557.4,Y,-897.414,2023-01-01 04:30:00+00,0,0,,,,,,,
10,2023-01-01 05:00:00+00:00,MID,APXMIDP,01/01/2023,11,6.53,689.45,Y,4502.1085,2023-01-01 05:00:00+00,0,0,,,,,,,
11,2023-01-01 05:30:00+00:00,MID,APXMIDP,01/01/2023,12,-5.53,581.95,Y,-3218.1835,2023-01-01 05:30:00+00,0,0,,,,,,,
12,2023-01-01 06:00:00+00:00,MID,APXMIDP,01/01/2023,13,-6.19,677.25,Y,-4192.1775,2023-01-01 06:00:00+00,0,0,,,,,,,
13,2023-01-01 06:30:00+00:00,MID,APXMIDP,01/01/2023,14,-6.32,595,Y,-3760.4,2023-01-01 06:30:00+00,0,0,,,,,,,
14,2023-01-01 07:00:00+00:00,MID,APXMIDP,01/01/2023,15,-15.47,762.25,Y,-11792.0075,2023-01-01 07:00:00+00,0,0,,,,,,,
15,2023-01-01 07:30:00+00:00,MID,APXMIDP,01/01/2023,16,-10.44,541.6,Y,-5654.304,2023-01-01 07:30:00+00,0,0,,,,,,,
16,2023-01-01 08:00:00+00:00,MID,APXMIDP,01/01/2023,17,-16.6,648.15,Y,-10759.29,2023-01-01 08:00:00+00,0,0,,,,,,,
17,2023-01-01 08:30:00+00:00,MID,APXMIDP,01/01/2023,18,4.89,974.3,Y,4764.327,2023-01-01 08:30:00+00,110,537.9,,,,,,,
18,2023-01-01 09:00:00+00:00,MID,APXMIDP,01/01/2023,19,68.04,1094.3,Y,74456.172,2023-01-01 09:00:00+00,494,33611.76,,,,,,,
19,2023-01-01 09:30:00+00:00,MID,APXMIDP,01/01/2023,20,104.64,941.4,Y,98508.096,2023-01-01 09:30:00+00,837,87583.68,,,,,,,
20,2023-01-01 10:00:00+00:00,MID,APXMIDP,01/01/2023,21,134.83,1177.1,Y,158708.393,2023-01-01 10:00:00+00,1125,151683.75,,,,,,,
21,2023-01-01 10:30:00+00:00,MID,APXMIDP,01/01/2023,22,140.98,1309.3,Y,184585.114,2023-01-01 10:30:00+00,1315,185388.7,,,,,,,
22,2023-01-01 11:00:00+00:00,MID,APXMIDP,01/01/2023,23,153.37,930.6,Y,142726.122,2023-01-01 11:00:00+00,1392,213491.04,,,,,,,
23,2023-01-01 11:30:00+00:00,MID,APXMIDP,01/01/2023,24,161.53,1204.45,Y,194554.8085,2023-01-01 11:30:00+00,1363,220165.39,,,,,,,
24,2023-01-01 12:00:00+00:00,MID,APXMIDP,01/01/2023,25,164.23,1176.45,Y,193208.3835,2023-01-01 12:00:00+00,1232,202331.36,,,,,,,
25,2023-01-01 12:30:00+00:00,MID,APXMIDP,01/01/2023,26,167.48,1259.85,Y,210999.678,2023-01-01 12:30:00+00,1080,180878.4,,,,,,,
26,2023-01-01 13:00:00+00:00,MID,APXMIDP,01/01/2023,27,170.5,1082.45,Y,184557.725,2023-01-01 13:00:00+00,928,158224,,,,,,,
27,2023-01-01 13:30:00+00:00,MID,APXMIDP,01/01/2023,28,158.64,1286.4,Y,204074.496,2023-01-01 13:30:00+00,672,106606.08,,,,,,,
28,2023-01-01 14:00:00+00:00,MID,APXMIDP,01/01/2023,29,154.77,1353.75,Y,209519.8875,2023-01-01 14:00:00+00,501,77539.77,,,,,,,
29,2023-01-01 14:30:00+00:00,MID,APXMIDP,01/01/2023,30,156.51,1311.65,Y,205286.3415,2023-01-01 14:30:00+00,279,43666.29,,,,,,,
30,2023-01-01 15:00:00+00:00,MID,APXMIDP,01/01/2023,31,151.61,1335.35,Y,202452.4135,2023-01-01 15:00:00+00,91,13796.51,,,,,,,
31,2023-01-01 15:30:00+00:00,MID,APXMIDP,01/01/2023,32,183.28,1388.5,Y,254484.28,2023-01-01 15:30:00+00,8,1466.24,,,,,,,
32,2023-01-01 16:00:00+00:00,MID,APXMIDP,01/01/2023,33,201.56,1199.55,Y,241781.298,2023-01-01 16:00:00+00,0,0,,,,,,,
33,2023-01-01 16:30:00+00:00,MID,APXMIDP,01/01/2023,34,213.65,1526.8,Y,326200.82,2023-01-01 16:30:00+00,0,0,,,,,,,
34,2023-01-01 17:00:00+00:00,MID,APXMIDP,01/01/2023,35,219.76,1844.6,Y,405369.296,2023-01-01 17:00:00+00,0,0,,,,,,,
35,2023-01-01 17:30:00+00:00,MID,APXMIDP,01/01/2023,36,220.55,1733.5,Y,382323.425,2023-01-01 17:30:00+00,0,0,,,,,,,
36,2023-01-01 18:00:00+00:00,MID,APXMIDP,01/01/2023,37,219.77,1692.45,Y,371949.7365,2023-01-01 18:00:00+00,0,0,,,,,,,
37,2023-01-01 18:30:00+00:00,MID,APXMIDP,01/01/2023,38,219.12,2069.8,Y,453534.576,2023-01-01 18:30:00+00,0,0,,,,,,,
38,2023-01-01 19:00:00+00:00,MID,APXMIDP,01/01/2023,39,197.28,1897.65,Y,374368.392,2023-01-01 19:00:00+00,0,0,,,,,,,
39,2023-01-01 19:30:00+00:00,MID,APXMIDP,01/01/2023,40,200.03,1808.6,Y,361774.258,2023-01-01 19:30:00+00,0,0,,,,,,,
40,2023-01-01 20:00:00+00:00,MID,APXMIDP,01/01/2023,41,196.89,2324.5,Y,457670.805,2023-01-01 20:00:00+00,0,0,,,,,,,
41,2023-01-01 20:30:00+00:00,MID,APXMIDP,01/01/2023,42,182.92,2281.3,Y,417295.396,2023-01-01 20:30:00+00,0,0,,,,,,,
42,2023-01-01 21:00:00+00:00,MID,APXMIDP,01/01/2023,43,188.57,2592.6,Y,488886.582,2023-01-01 21:00:00+00,0,0,,,,,,,
43,2023-01-01 21:30:00+00:00,MID,APXMIDP,01/01/2023,44,177.9,2474.45,Y,440204.655,2023-01-01 21:30:00+00,0,0,,,,,,,
44,2023-01-01 22:00:00+00:00,MID,APXMIDP,01/01/2023,45,161.76,2339.3,Y,378405.168,2023-01-01 22:00:00+00,0,0,,,,,,,
45,2023-01-01 22:30:00+00:00,MID,APXMIDP,01/01/2023,46,166,2236.5,Y,371259,2023-01-01 22:30:00+00,0,0,,,,,,,
46,2023-01-01 23:00:00+00:00,MID,APXMIDP,01/01/2023,47,156.51,617.55,Y,96652.7505,2023-01-01 23:00:00+00,0,0,,,,,,,
47,2023-01-01 23:30:00+00:00,MID,APXMIDP,01/01/2023,48,151.35,969.25,Y,146695.9875,2023-01-01 23:30:00+00,0,0,,,,,,,
0,2023-01-02 00:00:00+00:00,MID,APXMIDP,02/01/2023,1,172.68,828.15,Y,143004.942,2023-01-02 00:00:00+00,0,0,,,,,,,
1,2023-01-02 00:30:00+00:00,MID,APXMIDP,02/01/2023,2,182.34,1081.35,Y,197173.359,2023-01-02 00:30:00+00,0,0,,,,,,,
2,2023-01-02 01:00:00+00:00,MID,APXMIDP,02/01/2023,3,169.78,1034.8,Y,175688.344,2023-01-02 01:00:00+00,0,0,,,,,,,
3,2023-01-02 01:30:00+00:00,MID,APXMIDP,02/01/2023,4,157.01,892.95,Y,140202.0795,2023-01-02 01:30:00+00,0,0,,,,,,,
4,2023-01-02 02:00:00+00:00,MID,APXMIDP,02/01/2023,5,133.02,1115.1,Y,148330.602,2023-01-02 02:00:00+00,0,0,,,,,,,
5,2023-01-02 02:30:00+00:00,MID,APXMIDP,02/01/2023,6,121.77,1082.95,Y,131870.8215,2023-01-02 02:30:00+00,0,0,,,,,,,
6,2023-01-02 03:00:00+00:00,MID,APXMIDP,02/01/2023,7,83.76,900.75,Y,75446.82,2023-01-02 03:00:00+00,0,0,,,,,,,
7,2023-01-02 03:30:00+00:00,MID,APXMIDP,02/01/2023,8,69.64,637.35,Y,44385.054,2023-01-02 03:30:00+00,0,0,,,,,,,
8,2023-01-02 04:00:00+00:00,MID,APXMIDP,02/01/2023,9,57.45,735.6,Y,42260.22,2023-01-02 04:00:00+00,0,0,,,,,,,
9,2023-01-02 04:30:00+00:00,MID,APXMIDP,02/01/2023,10,25.6,766.85,Y,19631.36,2023-01-02 04:30:00+00,0,0,,,,,,,
10,2023-01-02 05:00:00+00:00,MID,APXMIDP,02/01/2023,11,43.53,1143.6,Y,49780.908,2023-01-02 05:00:00+00,0,0,,,,,,,
11,2023-01-02 05:30:00+00:00,MID,APXMIDP,02/01/2023,12,43.81,1102.25,Y,48289.5725,2023-01-02 05:30:00+00,0,0,,,,,,,
12,2023-01-02 06:00:00+00:00,MID,APXMIDP,02/01/2023,13,68.74,1710.1,Y,117552.274,2023-01-02 06:00:00+00,0,0,,,,,,,
13,2023-01-02 06:30:00+00:00,MID,APXMIDP,02/01/2023,14,68.24,1618.85,Y,110470.324,2023-01-02 06:30:00+00,0,0,,,,,,,
14,2023-01-02 07:00:00+00:00,MID,APXMIDP,02/01/2023,15,80.81,1578,Y,127518.18,2023-01-02 07:00:00+00,0,0,,,,,,,
15,2023-01-02 07:30:00+00:00,MID,APXMIDP,02/01/2023,16,76.88,1562.55,Y,120128.844,2023-01-02 07:30:00+00,0,0,,,,,,,
16,2023-01-02 08:00:00+00:00,MID,APXMIDP,02/01/2023,17,70.17,1750.45,Y,122829.0765,2023-01-02 08:00:00+00,0,0,,,,,,,
17,2023-01-02 08:30:00+00:00,MID,APXMIDP,02/01/2023,18,105.88,2158.85,Y,228579.038,2023-01-02 08:30:00+00,163,17258.44,,,,,,,
18,2023-01-02 09:00:00+00:00,MID,APXMIDP,02/01/2023,19,81.62,1657.7,Y,135301.474,2023-01-02 09:00:00+00,762,62194.44,,,,,,,
19,2023-01-02 09:30:00+00:00,MID,APXMIDP,02/01/2023,20,115.21,2065.3,Y,237943.213,2023-01-02 09:30:00+00,1522,175349.62,,,,,,,
20,2023-01-02 10:00:00+00:00,MID,APXMIDP,02/01/2023,21,108.64,2021.25,Y,219588.6,2023-01-02 10:00:00+00,2347,254978.08,,,,,,,
21,2023-01-02 10:30:00+00:00,MID,APXMIDP,02/01/2023,22,106.71,2223,Y,237216.33,2023-01-02 10:30:00+00,3055,325999.05,,,,,,,
22,2023-01-02 11:00:00+00:00,MID,APXMIDP,02/01/2023,23,120.92,2313.4,Y,279736.328,2023-01-02 11:00:00+00,3454,417657.68,,,,,,,
23,2023-01-02 11:30:00+00:00,MID,APXMIDP,02/01/2023,24,121.94,2665.5,Y,325031.07,2023-01-02 11:30:00+00,3689,449836.66,,,,,,,
24,2023-01-02 12:00:00+00:00,MID,APXMIDP,02/01/2023,25,104.38,2233,Y,233080.54,2023-01-02 12:00:00+00,3744,390798.72,,,,,,,
25,2023-01-02 12:30:00+00:00,MID,APXMIDP,02/01/2023,26,103.84,2133.6,Y,221553.024,2023-01-02 12:30:00+00,3667,380781.28,,,,,,,
26,2023-01-02 13:00:00+00:00,MID,APXMIDP,02/01/2023,27,119.61,2411.35,Y,288421.5735,2023-01-02 13:00:00+00,3396,406195.56,,,,,,,
27,2023-01-02 13:30:00+00:00,MID,APXMIDP,02/01/2023,28,126.89,2434.65,Y,308932.7385,2023-01-02 13:30:00+00,3027,384096.03,,,,,,,
28,2023-01-02 14:00:00+00:00,MID,APXMIDP,02/01/2023,29,119.69,2259.05,Y,270385.6945,2023-01-02 14:00:00+00,2404,287734.76,,,,,,,
29,2023-01-02 14:30:00+00:00,MID,APXMIDP,02/01/2023,30,119.37,2304.2,Y,275052.354,2023-01-02 14:30:00+00,1563,186575.31,,,,,,,
30,2023-01-02 15:00:00+00:00,MID,APXMIDP,02/01/2023,31,150.91,2006.3,Y,302770.733,2023-01-02 15:00:00+00,692,104429.72,,,,,,,
31,2023-01-02 15:30:00+00:00,MID,APXMIDP,02/01/2023,32,160.23,1846,Y,295784.58,2023-01-02 15:30:00+00,101,16183.23,,,,,,,
32,2023-01-02 16:00:00+00:00,MID,APXMIDP,02/01/2023,33,133.95,2052.35,Y,274912.2825,2023-01-02 16:00:00+00,0,0,,,,,,,
33,2023-01-02 16:30:00+00:00,MID,APXMIDP,02/01/2023,34,183.02,2284.35,Y,418081.737,2023-01-02 16:30:00+00,0,0,,,,,,,
34,2023-01-02 17:00:00+00:00,MID,APXMIDP,02/01/2023,35,201.73,1695.65,Y,342063.4745,2023-01-02 17:00:00+00,0,0,,,,,,,
35,2023-01-02 17:30:00+00:00,MID,APXMIDP,02/01/2023,36,208.51,1748.85,Y,364652.7135,2023-01-02 17:30:00+00,0,0,,,,,,,
36,2023-01-02 18:00:00+00:00,MID,APXMIDP,02/01/2023,37,215.98,1748.45,Y,377630.231,2023-01-02 18:00:00+00,0,0,,,,,,,
37,2023-01-02 18:30:00+00:00,MID,APXMIDP,02/01/2023,38,210.68,1875.2,Y,395067.136,2023-01-02 18:30:00+00,0,0,,,,,,,
38,2023-01-02 19:00:00+00:00,MID,APXMIDP,02/01/2023,39,184.8,1632.35,Y,301658.28,2023-01-02 19:00:00+00,0,0,,,,,,,
39,2023-01-02 19:30:00+00:00,MID,APXMIDP,02/01/2023,40,174.92,1544.1,Y,270093.972,2023-01-02 19:30:00+00,0,0,,,,,,,
40,2023-01-02 20:00:00+00:00,MID,APXMIDP,02/01/2023,41,171.02,1419.55,Y,242771.441,2023-01-02 20:00:00+00,0,0,,,,,,,
41,2023-01-02 20:30:00+00:00,MID,APXMIDP,02/01/2023,42,168.99,1401.65,Y,236864.8335,2023-01-02 20:30:00+00,0,0,,,,,,,
42,2023-01-02 21:00:00+00:00,MID,APXMIDP,02/01/2023,43,150.49,729.4,Y,109767.406,2023-01-02 21:00:00+00,0,0,,,,,,,
43,2023-01-02 21:30:00+00:00,MID,APXMIDP,02/01/2023,44,126.43,746.35,Y,94361.0305,2023-01-02 21:30:00+00,0,0,,,,,,,
44,2023-01-02 22:00:00+00:00,MID,APXMIDP,02/01/2023,45,122.79,1285.7,Y,157871.103,2023-01-02 22:00:00+00,0,0,,,,,,,
45,2023-01-02 22:30:00+00:00,MID,APXMIDP,02/01/2023,46,107.08,1926.1,Y,206246.788,2023-01-02 22:30:00+00,0,0,,,,,,,
46,2023-01-02 23:00:00+00:00,MID,APXMIDP,02/01/2023,47,152.8,1213.9,Y,185483.92,2023-01-02 23:00:00+00,0,0,,,,,,,
47,2023-01-02 23:30:00+00:00,MID,APXMIDP,02/01/2023,48,132.44,747.05,Y,98939.302,2023-01-02 23:30:00+00,0,0,,,,,,,
0,2023-01-03 00:00:00+00:00,MID,APXMIDP,03/01/2023,1,112.51,896.75,Y,100893.3425,2023-01-03 00:00:00+00,0,0,,,,,,,
1,2023-01-03 00:30:00+00:00,MID,APXMIDP,03/01/2023,2,158.35,764.4,Y,121042.74,2023-01-03 00:30:00+00,0,0,,,,,,,
2,2023-01-03 01:00:00+00:00,MID,APXMIDP,03/01/2023,3,158.16,721.55,Y,114120.348,2023-01-03 01:00:00+00,0,0,,,,,,,
3,2023-01-03 01:30:00+00:00,MID,APXMIDP,03/01/2023,4,140.73,885.65,Y,124637.5245,2023-01-03 01:30:00+00,0,0,,,,,,,
4,2023-01-03 02:00:00+00:00,MID,APXMIDP,03/01/2023,5,136.5,1044.45,Y,142567.425,2023-01-03 02:00:00+00,0,0,,,,,,,
5,2023-01-03 02:30:00+00:00,MID,APXMIDP,03/01/2023,6,125.59,1108,Y,139153.72,2023-01-03 02:30:00+00,0,0,,,,,,,
6,2023-01-03 03:00:00+00:00,MID,APXMIDP,03/01/2023,7,153.82,980.7,Y,150851.274,2023-01-03 03:00:00+00,0,0,,,,,,,
7,2023-01-03 03:30:00+00:00,MID,APXMIDP,03/01/2023,8,124.13,1168.75,Y,145076.9375,2023-01-03 03:30:00+00,0,0,,,,,,,
8,2023-01-03 04:00:00+00:00,MID,APXMIDP,03/01/2023,9,159.91,1205.35,Y,192747.5185,2023-01-03 04:00:00+00,0,0,,,,,,,
9,2023-01-03 04:30:00+00:00,MID,APXMIDP,03/01/2023,10,123.8,1531.15,Y,189556.37,2023-01-03 04:30:00+00,0,0,,,,,,,
10,2023-01-03 05:00:00+00:00,MID,APXMIDP,03/01/2023,11,179.19,1017.15,Y,182263.1085,2023-01-03 05:00:00+00,0,0,,,,,,,
11,2023-01-03 05:30:00+00:00,MID,APXMIDP,03/01/2023,12,177.27,1639.15,Y,290572.1205,2023-01-03 05:30:00+00,0,0,,,,,,,
12,2023-01-03 06:00:00+00:00,MID,APXMIDP,03/01/2023,13,177.49,1521.55,Y,270059.9095,2023-01-03 06:00:00+00,0,0,,,,,,,
13,2023-01-03 06:30:00+00:00,MID,APXMIDP,03/01/2023,14,173.32,2014.2,Y,349101.144,2023-01-03 06:30:00+00,0,0,,,,,,,
14,2023-01-03 07:00:00+00:00,MID,APXMIDP,03/01/2023,15,145.24,1901.75,Y,276210.17,2023-01-03 07:00:00+00,0,0,,,,,,,
15,2023-01-03 07:30:00+00:00,MID,APXMIDP,03/01/2023,16,126.93,1854.85,Y,235436.1105,2023-01-03 07:30:00+00,0,0,,,,,,,
16,2023-01-03 08:00:00+00:00,MID,APXMIDP,03/01/2023,17,128.66,1970.25,Y,253492.365,2023-01-03 08:00:00+00,1,128.66,,,,,,,
17,2023-01-03 08:30:00+00:00,MID,APXMIDP,03/01/2023,18,180.15,2305,Y,415245.75,2023-01-03 08:30:00+00,42,7566.3,,,,,,,
18,2023-01-03 09:00:00+00:00,MID,APXMIDP,03/01/2023,19,128.02,2146.1,Y,274743.722,2023-01-03 09:00:00+00,140,17922.8,,,,,,,
19,2023-01-03 09:30:00+00:00,MID,APXMIDP,03/01/2023,20,156.28,2096.9,Y,327703.532,2023-01-03 09:30:00+00,309,48290.52,,,,,,,
20,2023-01-03 10:00:00+00:00,MID,APXMIDP,03/01/2023,21,135.43,1735.85,Y,235086.1655,2023-01-03 10:00:00+00,345,46723.35,,,,,,,
21,2023-01-03 10:30:00+00:00,MID,APXMIDP,03/01/2023,22,145.65,1899.55,Y,276669.4575,2023-01-03 10:30:00+00,419,61027.35,,,,,,,
22,2023-01-03 11:00:00+00:00,MID,APXMIDP,03/01/2023,23,133.53,1623.2,Y,216745.896,2023-01-03 11:00:00+00,435,58085.55,,,,,,,
23,2023-01-03 11:30:00+00:00,MID,APXMIDP,03/01/2023,24,158.26,1677.45,Y,265473.237,2023-01-03 11:30:00+00,459,72641.34,,,,,,,
24,2023-01-03 12:00:00+00:00,MID,APXMIDP,03/01/2023,25,148.36,1792.7,Y,265964.972,2023-01-03 12:00:00+00,567,84120.12,,,,,,,
25,2023-01-03 12:30:00+00:00,MID,APXMIDP,03/01/2023,26,151.35,1637.55,Y,247843.1925,2023-01-03 12:30:00+00,484,73253.4,,,,,,,
26,2023-01-03 13:00:00+00:00,MID,APXMIDP,03/01/2023,27,154.76,1576.8,Y,244025.568,2023-01-03 13:00:00+00,374,57880.24,,,,,,,
27,2023-01-03 13:30:00+00:00,MID,APXMIDP,03/01/2023,28,146.29,1806.05,Y,264207.0545,2023-01-03 13:30:00+00,346,50616.34,,,,,,,
28,2023-01-03 14:00:00+00:00,MID,APXMIDP,03/01/2023,29,162.59,1722.65,Y,280085.6635,2023-01-03 14:00:00+00,188,30566.92,,,,,,,
29,2023-01-03 14:30:00+00:00,MID,APXMIDP,03/01/2023,30,164.83,1812.05,Y,298680.2015,2023-01-03 14:30:00+00,101,16647.83,,,,,,,
30,2023-01-03 15:00:00+00:00,MID,APXMIDP,03/01/2023,31,164.05,1639.7,Y,268992.785,2023-01-03 15:00:00+00,20,3281,,,,,,,
31,2023-01-03 15:30:00+00:00,MID,APXMIDP,03/01/2023,32,163.01,1900.85,Y,309857.5585,2023-01-03 15:30:00+00,0,0,,,,,,,
32,2023-01-03 16:00:00+00:00,MID,APXMIDP,03/01/2023,33,150.58,1993.1,Y,300120.998,2023-01-03 16:00:00+00,0,0,,,,,,,
33,2023-01-03 16:30:00+00:00,MID,APXMIDP,03/01/2023,34,164.93,1597.4,Y,263459.182,2023-01-03 16:30:00+00,0,0,,,,,,,
34,2023-01-03 17:00:00+00:00,MID,APXMIDP,03/01/2023,35,169.08,1328.75,Y,224665.05,2023-01-03 17:00:00+00,0,0,,,,,,,
35,2023-01-03 17:30:00+00:00,MID,APXMIDP,03/01/2023,36,169.1,1507.5,Y,254918.25,2023-01-03 17:30:00+00,0,0,,,,,,,
36,2023-01-03 18:00:00+00:00,MID,APXMIDP,03/01/2023,37,168.21,1864.2,Y,313577.082,2023-01-03 18:00:00+00,0,0,,,,,,,
37,2023-01-03 18:30:00+00:00,MID,APXMIDP,03/01/2023,38,163.71,2332.35,Y,381829.0185,2023-01-03 18:30:00+00,0,0,,,,,,,
38,2023-01-03 19:00:00+00:00,MID,APXMIDP,03/01/2023,39,139.52,1658.5,Y,231393.92,2023-01-03 19:00:00+00,0,0,,,,,,,
39,2023-01-03 19:30:00+00:00,MID,APXMIDP,03/01/2023,40,155.48,1489.05,Y,231517.494,2023-01-03 19:30:00+00,0,0,,,,,,,
40,2023-01-03 20:00:00+00:00,MID,APXMIDP,03/01/2023,41,138.85,1833.9,Y,254637.015,2023-01-03 20:00:00+00,0,0,,,,,,,
41,2023-01-03 20:30:00+00:00,MID,APXMIDP,03/01/2023,42,135.48,1589.25,Y,215311.59,2023-01-03 20:30:00+00,0,0,,,,,,,
42,2023-01-03 21:00:00+00:00,MID,APXMIDP,03/01/2023,43,130.16,1135.95,Y,147855.252,2023-01-03 21:00:00+00,0,0,,,,,,,
43,2023-01-03 21:30:00+00:00,MID,APXMIDP,03/01/2023,44,83.54,1589.1,Y,132753.414,2023-01-03 21:30:00+00,0,0,,,,,,,
44,2023-01-03 22:00:00+00:00,MID,APXMIDP,03/01/2023,45,95.97,1538.55,Y,147654.6435,2023-01-03 22:00:00+00,0,0,,,,,,,
45,2023-01-03 22:30:00+00:00,MID,APXMIDP,03/01/2023,46,80.06,1910,Y,152914.6,2023-01-03 22:30:00+00,0,0,,,,,,,
46,2023-01-03 23:00:00+00:00,MID,APXMIDP,03/01/2023,47,63.83,860.4,Y,54919.332,2023-01-03 23:00:00+00,0,0,,,,,,,
47,2023-01-03 23:30:00+00:00,MID,APXMIDP,03/01/2023,48,18.45,544,Y,10036.8,2023-01-03 23:30:00+00,0,0,,,,,,,
0,2023-01-04 00:00:00+00:00,MID,APXMIDP,04/01/2023,1,8.92,838.75,Y,7481.65,2023-01-04 00:00:00+00,0,0,,,,,,,
1,2023-01-04 00:30:00+00:00,MID,APXMIDP,04/01/2023,2,10.11,790.55,Y,7992.4605,2023-01-04 00:30:00+00,0,0,,,,,,,
2,2023-01-04 01:00:00+00:00,MID,APXMIDP,04/01/2023,3,-10.4,658.95,Y,-6853.08,2023-01-04 01:00:00+00,0,0,,,,,,,
3,2023-01-04 01:30:00+00:00,MID,APXMIDP,04/01/2023,4,-25.14,767.15,Y,-19286.151,2023-01-04 01:30:00+00,0,0,,,,,,,
4,2023-01-04 02:00:00+00:00,MID,APXMIDP,04/01/2023,5,-20.32,683.35,Y,-13885.672,2023-01-04 02:00:00+00,0,0,,,,,,,
5,2023-01-04 02:30:00+00:00,MID,APXMIDP,04/01/2023,6,-25.5,706.45,Y,-18014.475,2023-01-04 02:30:00+00,0,0,,,,,,,
6,2023-01-04 03:00:00+00:00,MID,APXMIDP,04/01/2023,7,-41.53,829.35,Y,-34442.9055,2023-01-04 03:00:00+00,0,0,,,,,,,
7,2023-01-04 03:30:00+00:00,MID,APXMIDP,04/01/2023,8,-46.33,555.95,Y,-25757.1635,2023-01-04 03:30:00+00,0,0,,,,,,,
8,2023-01-04 04:00:00+00:00,MID,APXMIDP,04/01/2023,9,-49.75,646.5,Y,-32163.375,2023-01-04 04:00:00+00,0,0,,,,,,,
9,2023-01-04 04:30:00+00:00,MID,APXMIDP,04/01/2023,10,-48.76,779.05,Y,-37986.478,2023-01-04 04:30:00+00,0,0,,,,,,,
10,2023-01-04 05:00:00+00:00,MID,APXMIDP,04/01/2023,11,2.92,1258.05,Y,3673.506,2023-01-04 05:00:00+00,0,0,,,,,,,
11,2023-01-04 05:30:00+00:00,MID,APXMIDP,04/01/2023,12,23.68,1377.7,Y,32623.936,2023-01-04 05:30:00+00,0,0,,,,,,,
12,2023-01-04 06:00:00+00:00,MID,APXMIDP,04/01/2023,13,24.03,1091,Y,26216.73,2023-01-04 06:00:00+00,0,0,,,,,,,
13,2023-01-04 06:30:00+00:00,MID,APXMIDP,04/01/2023,14,53.18,1138.2,Y,60529.476,2023-01-04 06:30:00+00,0,0,,,,,,,
14,2023-01-04 07:00:00+00:00,MID,APXMIDP,04/01/2023,15,62.97,1474.35,Y,92839.8195,2023-01-04 07:00:00+00,0,0,,,,,,,
15,2023-01-04 07:30:00+00:00,MID,APXMIDP,04/01/2023,16,103.48,1444.35,Y,149461.338,2023-01-04 07:30:00+00,0,0,,,,,,,
16,2023-01-04 08:00:00+00:00,MID,APXMIDP,04/01/2023,17,98.1,1245.35,Y,122168.835,2023-01-04 08:00:00+00,0,0,,,,,,,
17,2023-01-04 08:30:00+00:00,MID,APXMIDP,04/01/2023,18,97.02,1283.95,Y,124568.829,2023-01-04 08:30:00+00,75,7276.5,,,,,,,
18,2023-01-04 09:00:00+00:00,MID,APXMIDP,04/01/2023,19,83.82,1480.5,Y,124095.51,2023-01-04 09:00:00+00,322,26990.04,,,,,,,
19,2023-01-04 09:30:00+00:00,MID,APXMIDP,04/01/2023,20,78.75,1543.85,Y,121578.1875,2023-01-04 09:30:00+00,658,51817.5,,,,,,,
20,2023-01-04 10:00:00+00:00,MID,APXMIDP,04/01/2023,21,79.75,1717.4,Y,136962.65,2023-01-04 10:00:00+00,1020,81345,,,,,,,
21,2023-01-04 10:30:00+00:00,MID,APXMIDP,04/01/2023,22,80.24,1876.7,Y,150586.408,2023-01-04 10:30:00+00,1212,97250.88,,,,,,,
22,2023-01-04 11:00:00+00:00,MID,APXMIDP,04/01/2023,23,91.12,1910.75,Y,174107.54,2023-01-04 11:00:00+00,1537,140051.44,,,,,,,
23,2023-01-04 11:30:00+00:00,MID,APXMIDP,04/01/2023,24,97.82,1932.8,Y,189066.496,2023-01-04 11:30:00+00,1610,157490.2,,,,,,,
