,local_datetime,recordType,marketIndexDataProviderId,settlementDate,settlementPeriod,marketIndexPrice,marketIndexVolume,activeFlag
0,2020-01-01 00:00:00+00:00,MID,APXMIDP,2020-01-01,1,35.28,784.600,Y
1,2020-01-01 00:30:00+00:00,MID,APXMIDP,2020-01-01,2,37.01,636.250,Y
2,2020-01-01 01:00:00+00:00,MID,APXMIDP,2020-01-01,3,37.78,740.750,Y
3,2020-01-01 01:30:00+00:00,MID,APXMIDP,2020-01-01,4,35.60,618.800,Y
4,2020-01-01 02:00:00+00:00,MID,APXMIDP,2020-01-01,5,31.70,694.700,Y
5,2020-01-01 02:30:00+00:00,MID,APXMIDP,2020-01-01,6,32.57,568.900,Y
6,2020-01-01 03:00:00+00:00,MID,APXMIDP,2020-01-01,7,28.97,571.850,Y
7,2020-01-01 03:30:00+00:00,MID,APXMIDP,2020-01-01,8,27.98,468.400,Y
8,2020-01-01 04:00:00+00:00,MID,APXMIDP,2020-01-01,9,31.40,699.250,Y
9,2020-01-01 04:30:00+00:00,MID,APXMIDP,2020-01-01,10,30.12,426.300,Y
10,2020-01-01 05:00:00+00:00,MID,APXMIDP,2020-01-01,11,27.12,571.250,Y
11,2020-01-01 05:30:00+00:00,MID,APXMIDP,2020-01-01,12,27.31,503.100,Y
12,2020-01-01 06:00:00+00:00,MID,APXMIDP,2020-01-01,13,26.43,522.600,Y
13,2020-01-01 06:30:00+00:00,MID,APXMIDP,2020-01-01,14,28.12,585.900,Y
14,2020-01-01 07:00:00+00:00,MID,APXMIDP,2020-01-01,15,26.86,416.800,Y
15,2020-01-01 07:30:00+00:00,MID,APXMIDP,2020-01-01,16,27.34,339.700,Y
16,2020-01-01 08:00:00+00:00,MID,APXMIDP,2020-01-01,17,28.74,398.050,Y
17,2020-01-01 08:30:00+00:00,MID,APXMIDP,2020-01-01,18,36.02,381.950,Y
18,2020-01-01 09:00:00+00:00,MID,APXMIDP,2020-01-01,19,37.86,583.800,Y
19,2020-01-01 09:30:00+00:00,MID,APXMIDP,2020-01-01,20,34.48,543.900,Y
20,2020-01-01 10:00:00+00:00,MID,APXMIDP,2020-01-01,21,37.61,622.250,Y
21,2020-01-01 10:30:00+00:00,MID,APXMIDP,2020-01-01,22,36.08,461.200,Y
22,2020-01-01 11:00:00+00:00,MID,APXMIDP,2020-01-01,23,43.69,1261.600,Y
23,2020-01-01 11:30:00+00:00,MID,APXMIDP,2020-01-01,24,42.49,1350.500,Y
24,2020-01-01 12:00:00+00:00,MID,APXMIDP,2020-01-01,25,40.73,995.950,Y
25,2020-01-01 12:30:00+00:00,MID,APXMIDP,2020-01-01,26,41.06,965.100,Y
26,2020-01-01 13:00:00+00:00,MID,APXMIDP,2020-01-01,27,41.58,1020.550,Y
27,2020-01-01 13:30:00+00:00,MID,APXMIDP,2020-01-01,28,41.26,1015.200,Y
28,2020-01-01 14:00:00+00:00,MID,APXMIDP,2020-01-01,29,40.67,1002.650,Y
29,2020-01-01 14:30:00+00:00,MID,APXMIDP,2020-01-01,30,36.61,1087.800,Y
30,2020-01-01 15:00:00+00:00,MID,APXMIDP,2020-01-01,31,36.89,921.250,Y
31,2020-01-01 15:30:00+00:00,MID,APXMIDP,2020-01-01,32,37.50,1240.400,Y
32,2020-01-01 16:00:00+00:00,MID,APXMIDP,2020-01-01,33,44.63,1123.600,Y
33,2020-01-01 16:30:00+00:00,MID,APXMIDP,2020-01-01,34,47.92,1549.650,Y
34,2020-01-01 17:00:00+00:00,MID,APXMIDP,2020-01-01,35,49.39,1577.150,Y
35,2020-01-01 17:30:00+00:00,MID,APXMIDP,2020-01-01,36,47.80,1322.300,Y
36,2020-01-01 18:00:00+00:00,MID,APXMIDP,2020-01-01,37,48.15,1690.300,Y
37,2020-01-01 18:30:00+00:00,MID,APXMIDP,2020-01-01,38,45.95,1434.400,Y
38,2020-01-01 19:00:00+00:00,MID,APXMIDP,2020-01-01,39,43.87,1385.650,Y
39,2020-01-01 19:30:00+00:00,MID,APXMIDP,2020-01-01,40,42.65,1455.450,Y
40,2020-01-01 20:00:00+00:00,MID,APXMIDP,2020-01-01,41,36.47,1341.500,Y
41,2020-01-01 20:30:00+00:00,MID,APXMIDP,2020-01-01,42,35.59,1322.550,Y
42,2020-01-01 21:00:00+00:00,MID,APXMIDP,2020-01-01,43,37.74,981.750,Y
43,2020-01-01 21:30:00+00:00,MID,APXMIDP,2020-01-01,44,39.41,948.550,Y
44,2020-01-01 22:00:00+00:00,MID,APXMIDP,2020-01-01,45,40.16,1125.050,Y
45,2020-01-01 22:30:00+00:00,MID,APXMIDP,2020-01-01,46,37.98,1457.750,Y
46,2020-01-01 23:00:00+00:00,MID,APXMIDP,2020-01-01,47,44.49,1001.450,Y
47,2020-01-01 23:30:00+00:00,MID,APXMIDP,2020-01-01,48,37.91,849.900,Y
48,2020-01-01 00:00:00+00:00,MID,N2EXMIDP,2020-01-01,1,0.00,0.000,Y
49,2020-01-01 00:30:00+00:00,MID,N2EXMIDP,2020-01-01,2,0.00,0.000,Y
50,2020-01-01 01:00:00+00:00,MID,N2EXMIDP,2020-01-01,3,0.00,0.000,Y
51,2020-01-01 01:30:00+00:00,MID,N2EXMIDP,2020-01-01,4,0.00,0.000,Y
52,2020-01-01 02:00:00+00:00,MID,N2EXMIDP,2020-01-01,5,0.00,0.000,Y
53,2020-01-01 02:30:00+00:00,MID,N2EXMIDP,2020-01-01,6,0.00,0.000,Y
54,2020-01-01 03:00:00+00:00,MID,N2EXMIDP,2020-01-01,7,0.00,0.000,Y
55,2020-01-01 03:30:00+00:00,MID,N2EXMIDP,2020-01-01,8,0.00,0.000,Y
56,2020-01-01 04:00:00+00:00,MID,N2EXMIDP,2020-01-01,9,0.00,0.000,Y
57,2020-01-01 04:30:00+00:00,MID,N2EXMIDP,2020-01-01,10,0.00,0.000,Y
58,2020-01-01 05:00:00+00:00,MID,N2EXMIDP,2020-01-01,11,0.00,0.000,Y
59,2020-01-01 05:30:00+00:00,MID,N2EXMIDP,2020-01-01,12,0.00,0.000,Y
60,2020-01-01 06:00:00+00:00,MID,N2EXMIDP,2020-01-01,13,0.00,0.000,Y
61,2020-01-01 06:30:00+00:00,MID,N2EXMIDP,2020-01-01,14,0.00,0.000,Y
62,2020-01-01 07:00:00+00:00,MID,N2EXMIDP,2020-01-01,15,0.00,0.000,Y
63,2020-01-01 07:30:00+00:00,MID,N2EXMIDP,2020-01-01,16,0.00,0.000,Y
64,2020-01-01 08:00:00+00:00,MID,N2EXMIDP,2020-01-01,17,0.00,0.000,Y
65,2020-01-01 08:30:00+00:00,MID,N2EXMIDP,2020-01-01,18,0.00,0.000,Y
66,2020-01-01 09:00:00+00:00,MID,N2EXMIDP,2020-01-01,19,0.00,0.000,Y
67,2020-01-01 09:30:00+00:00,MID,N2EXMIDP,2020-01-01,20,0.00,0.000,Y
68,2020-01-01 10:00:00+00:00,MID,N2EXMIDP,2020-01-01,21,0.00,0.000,Y
69,2020-01-01 10:30:00+00:00,MID,N2EXMIDP,2020-01-01,22,0.00,0.000,Y
70,2020-01-01 11:00:00+00:00,MID,N2EXMIDP,2020-01-01,23,0.00,0.000,Y
71,2020-01-01 11:30:00+00:00,MID,N2EXMIDP,2020-01-01,24,0.00,0.000,Y
72,2020-01-01 12:00:00+00:00,MID,N2EXMIDP,2020-01-01,25,0.00,0.000,Y
