Country,Country code,State,State code,State type,Date,Category,Subcategory,Variable,Unit,Value,Year,Month,,,,,,,,,
India,IND,India Total,IN,total,01/01/2021,Electricity generation,Fuel,Other Fossil,GWh,10.78,2021,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2021,Electricity generation,Fuel,Other Renewables,GWh,164.5,2021,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2021,Electricity generation,Fuel,Solar,GWh,4865.41,2021,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2021,Electricity generation,Fuel,Wind,GWh,3562.31,2021,1,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Bioenergy,GWh,2116.77,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Coal,GWh,88161.89,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Gas,GWh,3130.36,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Hydro,GWh,7781.43,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Nuclear,GWh,2704.82,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Other Fossil,GWh,7.01,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Other Renewables,GWh,159.64,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Solar,GWh,5435.79,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2021,Electricity generation,Fuel,Wind,GWh,2872.83,2021,2,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Bioenergy,GWh,1857.02,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Coal,GWh,103108.39,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Gas,GWh,3988.37,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Hydro,GWh,8825.42,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Nuclear,GWh,3161.24,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Other Fossil,GWh,8.29,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Other Renewables,GWh,175.51,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Solar,GWh,6754.24,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2021,Electricity generation,Fuel,Wind,GWh,3531.87,2021,3,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Bioenergy,GWh,1172.97,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Coal,GWh,99963.45,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Gas,GWh,3727.03,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Hydro,GWh,8705.61,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Nuclear,GWh,3363.72,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Other Fossil,GWh,6.92,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Other Renewables,GWh,179.34,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Solar,GWh,6122.19,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2021,Electricity generation,Fuel,Wind,GWh,3734.38,2021,4,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Bioenergy,GWh,706.08,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Coal,GWh,84046.88,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Gas,GWh,3453,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Hydro,GWh,12306.75,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Nuclear,GWh,4000.16,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Other Fossil,GWh,6.75,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Other Renewables,GWh,176.69,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Solar,GWh,5994.67,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2021,Electricity generation,Fuel,Wind,GWh,7083.52,2021,5,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Bioenergy,GWh,468.95,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Coal,GWh,82006.65,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Gas,GWh,3424.5,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Hydro,GWh,16733.85,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Nuclear,GWh,3892.12,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Other Fossil,GWh,6.59,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Other Renewables,GWh,164.11,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Solar,GWh,6006.23,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2021,Electricity generation,Fuel,Wind,GWh,9725.45,2021,6,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Bioenergy,GWh,994.87,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Coal,GWh,89044.62,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Gas,GWh,3374.39,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Hydro,GWh,19967.36,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Nuclear,GWh,3613.17,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Other Fossil,GWh,7.66,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Other Renewables,GWh,160.52,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Solar,GWh,5170.06,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2021,Electricity generation,Fuel,Wind,GWh,11421.28,2021,7,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Bioenergy,GWh,452.03,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Coal,GWh,92489.65,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Gas,GWh,3735.19,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Hydro,GWh,21746.01,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Nuclear,GWh,3139.89,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Other Fossil,GWh,7.11,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Other Renewables,GWh,179.67,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Solar,GWh,5449.51,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2021,Electricity generation,Fuel,Wind,GWh,9348.92,2021,8,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Bioenergy,GWh,391.41,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Coal,GWh,81990.75,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Gas,GWh,3321.13,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Hydro,GWh,19290.4,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Nuclear,GWh,3896.95,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Other Fossil,GWh,7.08,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Other Renewables,GWh,181.98,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Solar,GWh,5409.09,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2021,Electricity generation,Fuel,Wind,GWh,6981.27,2021,9,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Bioenergy,GWh,571.59,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Coal,GWh,86461.29,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Gas,GWh,3629.3,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Hydro,GWh,16809.85,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Nuclear,GWh,4417.41,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Other Fossil,GWh,15.09,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Other Renewables,GWh,198.64,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Solar,GWh,6225.9,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2021,Electricity generation,Fuel,Wind,GWh,2977.92,2021,10,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Bioenergy,GWh,1776.28,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Coal,GWh,80393.58,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Gas,GWh,2305.75,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Hydro,GWh,10584.84,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Nuclear,GWh,4062.63,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Other Fossil,GWh,9.54,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Other Renewables,GWh,210.64,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Solar,GWh,5014.77,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2021,Electricity generation,Fuel,Wind,GWh,3277.5,2021,11,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Bioenergy,GWh,2479.8,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Coal,GWh,91012.72,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Gas,GWh,2274.68,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Hydro,GWh,8696.22,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Nuclear,GWh,4451.32,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Other Fossil,GWh,8.11,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Other Renewables,GWh,209.54,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Solar,GWh,5858.03,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2021,Electricity generation,Fuel,Wind,GWh,3577.01,2021,12,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Bioenergy,GWh,2396.96,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Coal,GWh,94081.75,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Gas,GWh,2191.34,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Hydro,GWh,8025.88,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Nuclear,GWh,4056.7,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Other Fossil,GWh,19.19,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Other Renewables,GWh,214.46,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Solar,GWh,6611.09,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2022,Electricity generation,Fuel,Wind,GWh,3398.22,2022,1,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Bioenergy,GWh,2198.48,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Coal,GWh,90825.48,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Gas,GWh,2097.97,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Hydro,GWh,8001,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Nuclear,GWh,3811.39,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Other Fossil,GWh,8.06,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Other Renewables,GWh,180.71,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Solar,GWh,7276.19,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2022,Electricity generation,Fuel,Wind,GWh,3107.75,2022,2,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Bioenergy,GWh,2447.22,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Coal,GWh,106264.52,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Gas,GWh,2481.49,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Hydro,GWh,11222.88,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Nuclear,GWh,4406.57,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Other Fossil,GWh,15.14,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Other Renewables,GWh,211.72,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Solar,GWh,8338.23,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/03/2022,Electricity generation,Fuel,Wind,GWh,4006.84,2022,3,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Bioenergy,GWh,1758.71,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Coal,GWh,108910.8,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Gas,GWh,2660.45,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Hydro,GWh,12223.36,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Nuclear,GWh,3521.19,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Other Fossil,GWh,11.58,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Other Renewables,GWh,215.56,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Solar,GWh,8334.25,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/04/2022,Electricity generation,Fuel,Wind,GWh,4126.24,2022,4,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Bioenergy,GWh,1029.27,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Coal,GWh,105955.63,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Gas,GWh,2451.1,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Hydro,GWh,13525.59,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Nuclear,GWh,3524.72,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Other Fossil,GWh,9.44,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Other Renewables,GWh,207.2,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Solar,GWh,8827.55,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/05/2022,Electricity generation,Fuel,Wind,GWh,10174.27,2022,5,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Bioenergy,GWh,633.32,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Coal,GWh,103219.09,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Gas,GWh,2389.39,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Hydro,GWh,14645.01,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Nuclear,GWh,3867.38,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Other Fossil,GWh,9.69,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Other Renewables,GWh,196.31,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Solar,GWh,8259.94,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/06/2022,Electricity generation,Fuel,Wind,GWh,9708.52,2022,6,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Bioenergy,GWh,455.97,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Coal,GWh,92343.23,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Gas,GWh,2002.31,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Hydro,GWh,20705.93,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Nuclear,GWh,4016.93,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Other Fossil,GWh,10.34,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Other Renewables,GWh,211.41,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Solar,GWh,6965.88,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/07/2022,Electricity generation,Fuel,Wind,GWh,10266.43,2022,7,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Bioenergy,GWh,397.28,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Coal,GWh,91253.92,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Gas,GWh,1967.39,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Hydro,GWh,24925.09,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Nuclear,GWh,3586.77,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Other Fossil,GWh,8.69,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Other Renewables,GWh,213.2,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Solar,GWh,7428.23,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/08/2022,Electricity generation,Fuel,Wind,GWh,8694.96,2022,8,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Bioenergy,GWh,337.11,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Coal,GWh,91530.31,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Gas,GWh,1758.94,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Hydro,GWh,23541.91,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Nuclear,GWh,3412.52,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Other Fossil,GWh,6.69,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Other Renewables,GWh,204.41,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Solar,GWh,8207.73,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/09/2022,Electricity generation,Fuel,Wind,GWh,6654.49,2022,9,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Bioenergy,GWh,563.37,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Coal,GWh,86569.09,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Gas,GWh,1590.28,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Hydro,GWh,17465.21,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Nuclear,GWh,4219.26,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Other Fossil,GWh,26.21,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Other Renewables,GWh,228.89,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Solar,GWh,8726.83,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/10/2022,Electricity generation,Fuel,Wind,GWh,3421.8,2022,10,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Bioenergy,GWh,1707.84,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Coal,GWh,92678.98,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Gas,GWh,1758.85,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Hydro,GWh,10883.34,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Nuclear,GWh,3869.67,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Other Fossil,GWh,25.01,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Other Renewables,GWh,209.91,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Solar,GWh,7976.88,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/11/2022,Electricity generation,Fuel,Wind,GWh,2489.5,2022,11,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Bioenergy,GWh,2423.47,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Coal,GWh,101108.66,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Gas,GWh,1806.34,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Hydro,GWh,9341.6,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Nuclear,GWh,3901.58,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Other Fossil,GWh,27.25,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Other Renewables,GWh,209.84,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Solar,GWh,8207.51,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/12/2022,Electricity generation,Fuel,Wind,GWh,3996.15,2022,12,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Bioenergy,GWh,2593.42,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Coal,GWh,104483.59,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Gas,GWh,1883.95,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Hydro,GWh,8692.16,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Nuclear,GWh,4118.92,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Other Fossil,GWh,26.17,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Other Renewables,GWh,199.97,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Solar,GWh,9290.01,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/01/2023,Electricity generation,Fuel,Wind,GWh,5013.74,2023,1,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Bioenergy,GWh,2153.17,2023,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Coal,GWh,97589.14,2023,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Gas,GWh,1753.56,2023,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Hydro,GWh,8910.78,2023,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Nuclear,GWh,3774.36,2023,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Other Fossil,GWh,24.93,2023,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Other Renewables,GWh,202.99,2023,2,,,,,,,,,
India,IND,India Total,IN,total,01/02/2023,Electricity generation,Fuel,Solar,GWh,9555.41,2023,2,,,,,,,,,
